Data Figure 2.13a and 2.14a (2/3): Data series on posttax net income shares (bottom 50% share);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Platform Paper: Botheetal2026AppendixDistribution.xlsx sheet I8b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/North Africa;Subsaharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE   ;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI;Core Social-Democratic Europe (DE-DK-FR-GB-NL-NO-SE);Core Western Europe (DE-FR-GB);Core Nordic Europe (DK-NL-NO-SE);World (population-weighted);Europe (Pop. weighted);North America/ Oceania (pop.weighted);Latin America (pop.weighted);Middle East/North Africa (pop.weighted);Subsaharan Africa (pop.weighted);Russia/ Central Asia (pop.weighted);East Asia (pop.weighted);South & South-East Asia (pop.weighted);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1980;6%;26%;25%;8%;8%;8%;26%;12%;17%;31%;36%;24%;29%;30%;31%;34%;35%;36%;25%;29%;26%;28%;23%;19%;10%;10%;9%;9%;8%;7%;9%;12%;18%;21%;13%;16%;12%;13%;8%;13%;12%;13%;9%;10%;17%;15%;11%;16%;17%;8%;30%;21%;26%;24%;25%;21%;16%;22%;24%;18%;14%;18%;15%;10%;16%;10%;33%;30%;35%;21%;29%;25%;9%;14%;12%;26%;25%;20%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1981;6%;26%;24%;8%;9%;8%;25%;12%;17%;31%;36%;24%;29%;30%;31%;34%;36%;37%;25%;28%;25%;28%;23%;19%;10%;11%;9%;9%;9%;7%;9%;12%;19%;21%;13%;16%;12%;13%;8%;14%;12%;13%;9%;10%;17%;15%;11%;16%;18%;8%;30%;21%;25%;25%;25%;22%;16%;22%;24%;18%;14%;18%;15%;10%;16%;10%;33%;30%;36%;21%;29%;25%;9%;14%;12%;26%;25%;21%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1982;6%;26%;24%;8%;10%;8%;25%;12%;17%;31%;36%;24%;29%;31%;31%;33%;36%;37%;25%;27%;24%;28%;23%;19%;10%;11%;9%;10%;9%;7%;9%;12%;19%;20%;13%;16%;12%;13%;8%;14%;12%;13%;9%;10%;17%;15%;11%;16%;18%;8%;30%;21%;25%;25%;25%;21%;16%;22%;24%;18%;14%;18%;15%;10%;16%;10%;33%;30%;36%;21%;29%;24%;9%;14%;12%;26%;24%;21%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1983;6%;26%;23%;8%;10%;8%;25%;12%;17%;30%;36%;25%;30%;30%;31%;32%;36%;37%;25%;28%;23%;28%;23%;21%;10%;11%;9%;9%;9%;7%;9%;12%;19%;20%;13%;16%;12%;13%;8%;13%;12%;13%;9%;10%;17%;15%;11%;16%;18%;8%;30%;20%;25%;25%;25%;21%;15%;22%;22%;18%;14%;18%;15%;10%;16%;9%;33%;30%;35%;21%;29%;23%;9%;14%;12%;26%;25%;20%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1984;6%;26%;22%;8%;10%;8%;25%;13%;17%;31%;36%;25%;30%;30%;30%;32%;36%;36%;25%;28%;22%;28%;23%;19%;10%;11%;9%;10%;9%;7%;9%;11%;20%;20%;13%;16%;12%;13%;9%;14%;13%;13%;9%;10%;17%;15%;11%;16%;18%;8%;30%;20%;25%;24%;26%;20%;15%;22%;23%;18%;14%;18%;15%;10%;16%;9%;33%;30%;35%;20%;29%;23%;9%;14%;12%;26%;24%;20%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1985;6%;26%;22%;8%;11%;8%;25%;13%;17%;31%;36%;24%;30%;30%;30%;32%;36%;37%;25%;28%;22%;28%;23%;19%;10%;11%;9%;9%;9%;7%;9%;11%;19%;20%;13%;16%;12%;13%;9%;14%;13%;13%;9%;10%;17%;15%;11%;16%;18%;8%;30%;20%;24%;24%;26%;19%;15%;22%;22%;18%;14%;18%;15%;10%;16%;10%;33%;30%;35%;20%;29%;23%;9%;14%;12%;26%;24%;19%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1986;6%;26%;22%;8%;11%;8%;25%;12%;16%;31%;37%;24%;30%;30%;30%;33%;37%;38%;25%;28%;22%;27%;23%;20%;10%;11%;9%;9%;9%;7%;9%;11%;20%;20%;13%;16%;12%;13%;9%;14%;16%;13%;9%;10%;17%;15%;11%;16%;19%;8%;30%;20%;23%;24%;27%;20%;14%;21%;22%;17%;14%;18%;15%;10%;16%;10%;34%;30%;36%;20%;29%;22%;9%;14%;12%;25%;23%;19%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;6%;26%;22%;8%;11%;8%;24%;12%;16%;31%;37%;24%;30%;30%;29%;33%;37%;38%;25%;28%;22%;27%;23%;21%;10%;11%;9%;9%;9%;6%;9%;11%;19%;20%;14%;16%;12%;13%;9%;14%;15%;13%;9%;10%;17%;15%;11%;16%;19%;8%;30%;19%;22%;23%;27%;19%;13%;21%;22%;16%;14%;18%;15%;10%;16%;10%;34%;30%;36%;20%;29%;22%;9%;14%;12%;25%;22%;19%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1988;6%;26%;21%;8%;11%;8%;25%;12%;16%;30%;39%;24%;30%;29%;30%;33%;38%;38%;25%;28%;21%;27%;23%;20%;10%;11%;9%;8%;9%;7%;8%;11%;19%;20%;14%;16%;12%;13%;9%;14%;16%;13%;9%;10%;17%;14%;11%;16%;18%;8%;30%;20%;22%;23%;27%;20%;12%;20%;22%;16%;14%;18%;15%;10%;16%;9%;34%;30%;37%;19%;29%;22%;9%;14%;12%;25%;22%;19%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989;6%;25%;22%;8%;11%;8%;24%;11%;16%;30%;39%;24%;29%;29%;29%;33%;39%;38%;25%;28%;22%;27%;24%;23%;9%;11%;9%;8%;9%;6%;8%;11%;19%;20%;14%;16%;12%;14%;8%;14%;16%;13%;9%;10%;17%;14%;11%;16%;18%;8%;30%;19%;22%;23%;28%;20%;12%;21%;22%;16%;14%;18%;15%;10%;16%;9%;34%;29%;37%;19%;29%;22%;9%;14%;12%;25%;22%;19%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1990;6%;25%;22%;8%;11%;8%;24%;11%;16%;29%;39%;24%;29%;27%;29%;33%;39%;38%;25%;27%;22%;27%;24%;21%;9%;11%;9%;8%;9%;6%;8%;11%;19%;20%;15%;16%;12%;14%;8%;14%;16%;13%;9%;10%;17%;13%;11%;16%;20%;8%;29%;19%;22%;23%;29%;20%;12%;21%;23%;16%;14%;18%;14%;10%;16%;8%;33%;28%;37%;19%;28%;22%;8%;14%;12%;25%;22%;19%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1991;6%;23%;22%;8%;11%;8%;23%;11%;16%;30%;39%;25%;30%;27%;29%;33%;40%;38%;25%;27%;22%;27%;24%;21%;8%;11%;9%;8%;9%;7%;9%;11%;18%;21%;15%;16%;12%;14%;7%;13%;15%;13%;8%;10%;17%;13%;11%;16%;18%;8%;29%;19%;21%;23%;29%;19%;10%;21%;22%;16%;14%;19%;14%;10%;16%;8%;34%;29%;37%;19%;28%;22%;9%;14%;12%;24%;21%;19%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1992;6%;23%;21%;8%;11%;8%;18%;11%;16%;31%;39%;25%;30%;27%;30%;33%;39%;38%;25%;26%;21%;27%;25%;21%;9%;11%;10%;8%;9%;7%;9%;11%;18%;21%;15%;16%;12%;14%;7%;13%;15%;13%;8%;10%;17%;12%;11%;16%;19%;9%;23%;16%;20%;24%;29%;20%;10%;20%;22%;16%;14%;19%;14%;9%;16%;8%;34%;29%;37%;19%;28%;22%;9%;14%;11%;20%;20%;19%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1993;6%;23%;22%;8%;11%;8%;17%;11%;15%;31%;40%;26%;30%;27%;30%;33%;38%;38%;25%;26%;22%;27%;24%;21%;9%;11%;10%;8%;9%;7%;9%;11%;19%;21%;15%;16%;12%;15%;8%;13%;15%;13%;11%;10%;16%;13%;11%;16%;20%;9%;22%;16%;19%;24%;29%;19%;9%;20%;22%;16%;14%;20%;14%;10%;16%;7%;34%;29%;37%;18%;28%;22%;9%;15%;12%;19%;19%;19%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994;6%;23%;22%;8%;11%;8%;15%;11%;15%;31%;40%;25%;30%;27%;28%;32%;37%;37%;24%;24%;22%;26%;25%;21%;9%;11%;10%;8%;9%;7%;9%;11%;19%;21%;15%;16%;12%;14%;8%;13%;14%;13%;14%;10%;15%;13%;11%;17%;19%;9%;17%;16%;18%;24%;29%;19%;8%;19%;21%;15%;14%;20%;14%;11%;16%;6%;33%;29%;36%;18%;28%;22%;9%;14%;12%;16%;19%;18%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;7%;23%;21%;8%;11%;8%;13%;11%;15%;31%;40%;25%;30%;27%;30%;32%;37%;36%;25%;23%;22%;26%;25%;21%;9%;11%;10%;8%;9%;7%;9%;11%;18%;21%;15%;16%;12%;14%;7%;13%;14%;13%;14%;11%;14%;13%;11%;17%;18%;9%;16%;15%;19%;23%;29%;18%;8%;18%;21%;15%;14%;20%;14%;11%;16%;6%;33%;29%;36%;18%;28%;22%;9%;14%;12%;16%;19%;18%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996;7%;23%;21%;8%;11%;8%;11%;11%;15%;31%;39%;25%;30%;26%;30%;32%;36%;36%;25%;24%;21%;25%;26%;21%;9%;11%;10%;9%;9%;7%;9%;11%;19%;20%;15%;16%;12%;15%;8%;13%;15%;15%;13%;12%;14%;13%;11%;17%;18%;9%;12%;16%;19%;23%;27%;17%;8%;18%;21%;15%;14%;21%;13%;11%;16%;6%;33%;29%;36%;18%;28%;22%;9%;14%;12%;14%;20%;18%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;7%;23%;21%;8%;11%;8%;13%;12%;15%;30%;39%;26%;30%;26%;30%;32%;36%;36%;25%;24%;21%;25%;25%;21%;9%;11%;10%;9%;9%;7%;9%;11%;19%;19%;14%;17%;12%;15%;8%;13%;15%;17%;13%;12%;14%;13%;11%;17%;18%;9%;15%;16%;19%;22%;28%;17%;7%;18%;21%;18%;14%;19%;13%;12%;16%;6%;33%;29%;36%;18%;27%;21%;9%;14%;12%;15%;20%;19%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;7%;23%;21%;8%;11%;9%;14%;12%;16%;30%;39%;26%;31%;27%;29%;32%;37%;36%;25%;24%;21%;25%;25%;20%;9%;11%;10%;9%;9%;7%;9%;11%;19%;19%;14%;17%;12%;15%;8%;13%;15%;18%;13%;13%;14%;13%;11%;17%;17%;9%;17%;17%;19%;22%;27%;17%;8%;18%;21%;20%;14%;18%;13%;12%;16%;6%;33%;29%;36%;18%;27%;21%;9%;14%;12%;17%;20%;19%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999;7%;23%;20%;9%;11%;9%;14%;12%;16%;30%;38%;25%;31%;27%;29%;32%;36%;37%;25%;23%;20%;25%;25%;23%;9%;12%;10%;9%;10%;7%;9%;11%;19%;18%;13%;17%;12%;15%;9%;13%;15%;20%;13%;13%;14%;14%;11%;17%;16%;9%;16%;17%;19%;22%;27%;16%;8%;18%;21%;21%;14%;18%;14%;11%;16%;6%;33%;29%;36%;18%;27%;21%;9%;14%;13%;17%;19%;19%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;7%;23%;20%;9%;11%;9%;13%;11%;16%;29%;38%;26%;31%;28%;28%;33%;36%;37%;25%;23%;20%;25%;25%;25%;8%;12%;10%;10%;10%;6%;9%;11%;19%;18%;12%;17%;12%;14%;8%;13%;15%;20%;12%;14%;14%;14%;11%;17%;15%;9%;15%;17%;18%;22%;26%;16%;7%;18%;21%;21%;14%;19%;14%;11%;16%;6%;33%;29%;36%;17%;27%;21%;9%;14%;13%;16%;18%;19%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;7%;24%;20%;8%;11%;9%;13%;11%;16%;29%;38%;26%;31%;28%;29%;32%;37%;36%;25%;23%;21%;25%;25%;24%;9%;11%;10%;10%;10%;7%;8%;11%;19%;18%;14%;17%;12%;14%;9%;13%;14%;20%;12%;15%;14%;15%;11%;17%;16%;9%;14%;16%;18%;21%;25%;14%;7%;18%;20%;21%;14%;19%;14%;10%;16%;6%;33%;29%;36%;17%;27%;21%;9%;14%;13%;15%;18%;18%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;7%;24%;20%;9%;11%;9%;14%;11%;15%;29%;38%;26%;31%;27%;28%;32%;37%;36%;26%;23%;21%;24%;25%;26%;9%;10%;10%;10%;10%;8%;8%;11%;19%;18%;13%;17%;12%;14%;9%;13%;14%;20%;12%;15%;13%;14%;11%;17%;16%;9%;15%;16%;16%;20%;24%;14%;7%;18%;20%;20%;14%;18%;14%;11%;15%;6%;33%;29%;36%;17%;27%;21%;9%;14%;13%;15%;17%;18%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;7%;24%;20%;9%;11%;9%;13%;11%;15%;29%;39%;26%;31%;27%;29%;31%;37%;35%;26%;22%;20%;24%;26%;26%;8%;12%;10%;11%;10%;8%;8%;11%;19%;18%;13%;17%;12%;14%;8%;13%;14%;20%;12%;15%;13%;15%;11%;17%;16%;9%;14%;16%;16%;20%;24%;13%;7%;17%;19%;20%;14%;18%;15%;11%;16%;6%;33%;29%;36%;17%;27%;21%;9%;14%;13%;15%;16%;18%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004;7%;24%;20%;9%;11%;9%;13%;12%;15%;28%;39%;27%;30%;28%;28%;31%;36%;36%;25%;22%;20%;24%;26%;26%;9%;14%;10%;10%;11%;8%;9%;11%;19%;18%;13%;17%;12%;15%;8%;13%;14%;21%;12%;15%;13%;15%;10%;17%;16%;9%;15%;15%;16%;20%;24%;14%;6%;17%;19%;19%;14%;18%;15%;12%;16%;6%;33%;29%;35%;17%;27%;21%;10%;14%;13%;15%;16%;17%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;7%;24%;20%;9%;11%;9%;14%;11%;15%;27%;38%;27%;30%;28%;28%;31%;34%;35%;25%;22%;20%;24%;25%;30%;9%;14%;11%;10%;11%;7%;9%;10%;19%;18%;13%;17%;12%;16%;8%;13%;14%;20%;12%;15%;13%;16%;10%;17%;16%;9%;15%;16%;15%;20%;23%;13%;6%;17%;18%;19%;14%;17%;15%;12%;16%;6%;32%;28%;34%;16%;27%;20%;10%;14%;13%;15%;16%;17%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;7%;24%;20%;10%;11%;9%;13%;12%;15%;27%;37%;27%;31%;28%;28%;31%;35%;34%;25%;22%;20%;24%;25%;32%;8%;15%;12%;10%;11%;8%;9%;10%;19%;19%;13%;17%;12%;17%;8%;13%;14%;19%;12%;15%;15%;16%;10%;17%;16%;9%;15%;16%;16%;20%;22%;13%;6%;18%;18%;20%;14%;18%;15%;12%;17%;6%;32%;28%;34%;16%;27%;20%;10%;14%;13%;15%;16%;17%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;7%;24%;20%;10%;11%;9%;14%;12%;14%;26%;37%;28%;30%;29%;28%;30%;35%;34%;25%;22%;20%;24%;25%;32%;9%;15%;12%;10%;11%;7%;9%;10%;20%;19%;13%;17%;12%;17%;8%;13%;13%;19%;13%;16%;16%;16%;11%;17%;14%;9%;15%;16%;15%;20%;22%;13%;5%;18%;17%;19%;14%;19%;15%;12%;17%;6%;32%;28%;34%;16%;27%;21%;10%;14%;13%;15%;16%;17%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;7%;25%;20%;10%;12%;9%;13%;12%;15%;27%;37%;27%;30%;29%;29%;32%;35%;33%;26%;22%;20%;24%;24%;31%;9%;15%;12%;10%;11%;7%;10%;10%;21%;19%;16%;18%;12%;17%;8%;13%;13%;18%;13%;17%;17%;16%;11%;17%;15%;9%;14%;16%;16%;21%;21%;13%;5%;18%;18%;16%;14%;19%;15%;13%;17%;6%;32%;29%;34%;16%;27%;21%;11%;15%;13%;15%;16%;17%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;8%;25%;20%;10%;12%;9%;14%;13%;15%;27%;38%;27%;31%;29%;29%;32%;36%;34%;27%;22%;20%;25%;24%;29%;9%;16%;13%;11%;12%;8%;10%;11%;22%;20%;15%;18%;12%;17%;8%;13%;13%;18%;13%;18%;18%;17%;12%;17%;16%;9%;15%;17%;16%;22%;22%;14%;5%;19%;17%;15%;14%;20%;15%;13%;16%;7%;32%;29%;35%;16%;27%;21%;11%;15%;13%;16%;16%;16%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;8%;25%;20%;10%;12%;9%;15%;13%;14%;27%;37%;28%;31%;31%;28%;32%;35%;32%;26%;23%;20%;25%;24%;27%;9%;16%;13%;10%;12%;8%;10%;11%;22%;20%;15%;17%;12%;17%;8%;14%;13%;18%;13%;18%;18%;17%;12%;17%;14%;10%;17%;18%;15%;23%;21%;13%;5%;19%;16%;17%;14%;20%;15%;13%;15%;7%;32%;29%;34%;16%;27%;21%;11%;15%;13%;17%;16%;16%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;8%;25%;20%;11%;12%;10%;14%;13%;14%;26%;37%;28%;31%;30%;28%;31%;35%;33%;26%;22%;20%;24%;24%;29%;10%;17%;13%;10%;12%;8%;10%;12%;23%;20%;17%;17%;12%;17%;8%;14%;14%;18%;13%;18%;19%;17%;13%;17%;13%;10%;16%;17%;16%;23%;22%;13%;5%;19%;16%;17%;14%;20%;15%;14%;16%;7%;32%;29%;34%;16%;27%;20%;11%;15%;13%;17%;16%;16%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;8%;25%;19%;11%;12%;10%;15%;14%;14%;26%;37%;28%;32%;29%;28%;31%;35%;34%;25%;22%;19%;25%;24%;30%;10%;18%;13%;11%;13%;8%;10%;12%;22%;19%;16%;17%;12%;17%;8%;14%;14%;18%;14%;18%;19%;17%;13%;17%;11%;10%;17%;18%;16%;23%;22%;14%;5%;19%;16%;17%;14%;20%;15%;14%;17%;7%;32%;29%;34%;16%;27%;20%;11%;14%;13%;17%;17%;16%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;8%;25%;19%;11%;12%;10%;15%;14%;14%;26%;36%;27%;32%;29%;28%;31%;34%;34%;25%;23%;20%;24%;24%;30%;10%;18%;14%;11%;13%;8%;10%;13%;21%;19%;18%;17%;12%;17%;7%;14%;14%;18%;14%;18%;19%;17%;13%;17%;11%;10%;16%;18%;16%;23%;23%;14%;5%;19%;15%;18%;14%;20%;16%;14%;18%;7%;32%;29%;34%;16%;27%;20%;12%;15%;13%;17%;16%;16%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;8%;25%;19%;11%;12%;10%;15%;14%;14%;26%;37%;27%;32%;29%;27%;31%;34%;34%;26%;22%;19%;25%;24%;30%;10%;17%;14%;11%;13%;8%;11%;12%;21%;19%;17%;17%;12%;16%;8%;13%;14%;17%;14%;18%;18%;17%;14%;17%;11%;10%;17%;18%;16%;23%;23%;13%;5%;19%;15%;18%;14%;20%;16%;14%;17%;7%;32%;29%;34%;16%;27%;20%;12%;15%;13%;17%;17%;16%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;8%;25%;19%;11%;12%;10%;15%;15%;14%;26%;37%;27%;32%;30%;27%;31%;34%;34%;25%;22%;19%;25%;23%;30%;10%;17%;13%;11%;14%;9%;10%;13%;21%;18%;18%;17%;12%;16%;7%;13%;14%;17%;15%;17%;17%;16%;14%;17%;12%;10%;17%;18%;16%;23%;23%;14%;5%;20%;15%;17%;15%;20%;16%;15%;17%;7%;32%;29%;34%;16%;27%;20%;12%;14%;13%;17%;17%;16%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;8%;25%;19%;11%;12%;10%;15%;15%;14%;26%;36%;27%;32%;30%;27%;31%;34%;35%;26%;23%;19%;26%;24%;29%;10%;17%;13%;12%;14%;8%;10%;13%;21%;18%;18%;17%;12%;16%;7%;13%;15%;18%;15%;17%;17%;16%;14%;17%;12%;10%;17%;18%;16%;23%;22%;14%;5%;20%;14%;18%;16%;20%;16%;15%;17%;7%;32%;29%;34%;16%;27%;20%;12%;15%;13%;18%;17%;15%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;8%;26%;19%;11%;11%;10%;15%;15%;14%;27%;36%;27%;32%;30%;27%;31%;34%;35%;26%;23%;19%;26%;24%;30%;10%;17%;13%;13%;14%;8%;10%;14%;21%;18%;17%;17%;12%;14%;6%;13%;15%;18%;16%;17%;17%;17%;14%;17%;12%;10%;18%;17%;16%;23%;21%;15%;5%;20%;14%;18%;18%;20%;17%;12%;17%;7%;32%;30%;34%;16%;27%;20%;11%;14%;13%;17%;17%;15%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;8%;26%;19%;11%;11%;11%;15%;15%;14%;27%;35%;28%;32%;30%;26%;31%;34%;34%;26%;22%;19%;26%;24%;31%;10%;17%;13%;12%;14%;8%;9%;14%;21%;18%;17%;17%;12%;14%;6%;13%;16%;18%;16%;17%;16%;17%;15%;17%;13%;10%;17%;17%;16%;23%;22%;15%;4%;20%;15%;15%;18%;20%;17%;13%;17%;7%;32%;30%;34%;16%;27%;20%;11%;14%;14%;17%;17%;15%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;8%;26%;19%;11%;11%;11%;15%;15%;14%;27%;36%;28%;32%;30%;27%;32%;34%;34%;27%;22%;19%;26%;24%;30%;10%;16%;14%;12%;12%;9%;9%;14%;21%;18%;18%;18%;12%;14%;6%;13%;16%;19%;16%;17%;17%;17%;15%;17%;12%;11%;17%;17%;16%;23%;22%;14%;4%;20%;15%;15%;18%;20%;17%;13%;17%;7%;32%;30%;34%;16%;27%;20%;11%;14%;14%;17%;17%;16%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;8%;26%;21%;11%;12%;11%;15%;15%;14%;27%;36%;29%;33%;31%;27%;32%;34%;34%;27%;22%;21%;28%;25%;27%;10%;16%;14%;14%;12%;9%;8%;14%;21%;19%;19%;18%;12%;16%;6%;13%;17%;19%;17%;17%;18%;17%;15%;17%;13%;11%;16%;17%;16%;24%;22%;15%;5%;20%;16%;15%;18%;20%;17%;13%;17%;7%;32%;30%;34%;17%;28%;22%;11%;15%;14%;17%;17%;16%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;8%;26%;21%;10%;11%;11%;15%;15%;14%;27%;35%;29%;32%;30%;28%;31%;33%;34%;26%;23%;22%;27%;25%;26%;10%;17%;12%;16%;12%;9%;8%;14%;21%;19%;19%;18%;12%;17%;6%;13%;17%;19%;16%;17%;18%;17%;15%;17%;12%;11%;16%;17%;16%;24%;22%;15%;4%;20%;16%;15%;18%;20%;17%;13%;17%;6%;32%;30%;33%;16%;28%;22%;11%;15%;14%;17%;17%;16%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;8%;26%;21%;11%;11%;11%;15%;15%;14%;27%;35%;29%;32%;30%;28%;30%;31%;33%;26%;22%;21%;26%;24%;28%;10%;17%;12%;14%;11%;10%;9%;14%;21%;19%;20%;18%;12%;16%;6%;13%;17%;19%;16%;17%;18%;17%;16%;17%;12%;11%;16%;17%;16%;24%;23%;14%;4%;20%;15%;15%;18%;20%;17%;13%;17%;6%;31%;30%;33%;16%;27%;21%;11%;14%;14%;17%;16%;15%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023;8%;26%;20%;11%;11%;11%;15%;15%;14%;27%;35%;29%;32%;31%;28%;30%;32%;34%;27%;23%;21%;26%;24%;28%;10%;16%;12%;13%;12%;10%;8%;14%;21%;19%;19%;18%;12%;15%;5%;13%;17%;19%;16%;17%;18%;17%;16%;17%;12%;11%;16%;17%;16%;24%;23%;14%;4%;20%;15%;15%;18%;20%;17%;13%;17%;6%;31%;30%;33%;16%;28%;21%;11%;14%;14%;17%;16%;15%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
