Data Figure 2.13a and 2.14a (2/3): Data series on posttax net income shares (bottom 50% share);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Platform Paper: Botheetal2026AppendixDistribution.xlsx sheet I8b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/North Africa;Subsaharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE   ;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI;Core Social-Democratic Europe (DE-DK-FR-GB-NL-NO-SE);Core Western Europe (DE-FR-GB);Core Nordic Europe (DK-NL-NO-SE);World (population-weighted);Europe (Pop. weighted);North America/ Oceania (pop.weighted);Latin America (pop.weighted);Middle East/North Africa (pop.weighted);Subsaharan Africa (pop.weighted);Russia/ Central Asia (pop.weighted);East Asia (pop.weighted);South & South-East Asia (pop.weighted);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2068;33%;36%;35%;34%;33%;34%;35%;34%;35%;37%;38%;37%;37%;37%;36%;37%;37%;37%;36%;36%;36%;36%;36%;37%;34%;35%;34%;35%;34%;34%;34%;35%;36%;35%;35%;35%;35%;35%;34%;34%;35%;35%;35%;35%;35%;35%;35%;35%;34%;34%;35%;35%;35%;36%;36%;35%;33%;35%;35%;35%;35%;35%;35%;35%;35%;34%;37%;37%;37%;35%;37%;36%;34%;35%;35%;35%;35%;35%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2069;33%;36%;35%;34%;33%;34%;35%;34%;35%;37%;38%;37%;37%;37%;37%;37%;37%;37%;36%;36%;36%;36%;36%;37%;34%;35%;35%;35%;34%;34%;34%;35%;36%;35%;35%;35%;35%;35%;34%;34%;35%;35%;35%;35%;35%;35%;35%;35%;35%;34%;35%;35%;35%;36%;36%;35%;33%;35%;35%;35%;35%;35%;35%;35%;35%;34%;37%;37%;37%;35%;37%;36%;34%;35%;35%;35%;35%;35%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2070;33%;36%;35%;34%;33%;34%;35%;34%;35%;37%;38%;37%;37%;37%;37%;37%;37%;37%;36%;36%;36%;36%;36%;37%;34%;35%;35%;35%;34%;34%;34%;35%;36%;36%;35%;35%;35%;35%;34%;35%;35%;35%;35%;35%;35%;35%;35%;35%;35%;34%;35%;35%;35%;36%;36%;35%;33%;36%;35%;35%;35%;36%;35%;35%;35%;34%;37%;37%;37%;35%;37%;36%;34%;35%;35%;35%;35%;35%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2071;33%;37%;35%;34%;34%;34%;35%;34%;35%;37%;38%;37%;37%;37%;37%;37%;37%;37%;36%;36%;36%;36%;36%;37%;34%;35%;35%;35%;34%;34%;34%;35%;36%;36%;35%;35%;35%;35%;34%;35%;35%;35%;35%;35%;35%;35%;35%;35%;35%;34%;35%;35%;35%;36%;36%;35%;34%;36%;35%;35%;35%;36%;35%;35%;35%;34%;37%;37%;37%;35%;37%;36%;34%;35%;35%;35%;35%;35%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2072;33%;37%;35%;34%;34%;34%;35%;34%;35%;37%;38%;37%;37%;37%;37%;37%;37%;37%;37%;36%;36%;36%;36%;37%;34%;35%;35%;35%;35%;35%;34%;35%;36%;36%;35%;35%;35%;35%;34%;35%;35%;35%;35%;35%;35%;35%;35%;35%;35%;35%;36%;35%;35%;36%;36%;35%;34%;36%;35%;35%;35%;36%;35%;35%;35%;34%;37%;37%;37%;35%;37%;36%;35%;35%;35%;35%;35%;35%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2073;34%;37%;35%;34%;34%;34%;35%;34%;35%;37%;38%;37%;37%;37%;37%;37%;37%;37%;37%;36%;36%;36%;36%;37%;35%;35%;35%;35%;35%;35%;34%;35%;36%;36%;36%;35%;35%;35%;34%;35%;35%;36%;35%;35%;35%;35%;35%;35%;35%;35%;36%;35%;35%;36%;36%;35%;34%;36%;35%;35%;35%;36%;35%;35%;35%;34%;37%;37%;37%;35%;37%;36%;35%;35%;35%;35%;35%;35%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2074;34%;37%;36%;35%;34%;34%;35%;35%;35%;37%;38%;37%;37%;37%;37%;37%;37%;37%;37%;36%;36%;36%;36%;37%;35%;35%;35%;35%;35%;35%;34%;35%;36%;36%;36%;35%;35%;35%;34%;35%;35%;36%;35%;35%;35%;35%;35%;35%;35%;35%;36%;35%;35%;36%;36%;35%;34%;36%;35%;35%;36%;36%;35%;35%;35%;34%;37%;37%;37%;35%;37%;36%;35%;35%;35%;36%;35%;35%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2075;34%;37%;36%;35%;34%;35%;35%;35%;35%;37%;38%;37%;37%;37%;37%;37%;37%;37%;37%;36%;36%;37%;36%;37%;35%;35%;35%;35%;35%;35%;35%;35%;36%;36%;36%;35%;35%;36%;34%;35%;35%;36%;35%;35%;36%;35%;35%;35%;35%;35%;36%;35%;35%;36%;36%;35%;34%;36%;36%;35%;36%;36%;36%;35%;35%;34%;37%;37%;37%;35%;37%;36%;35%;35%;35%;36%;35%;35%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2076;34%;37%;36%;35%;34%;35%;35%;35%;35%;37%;38%;37%;37%;37%;37%;37%;37%;37%;37%;36%;36%;37%;36%;37%;35%;35%;35%;35%;35%;35%;35%;35%;36%;36%;36%;36%;35%;36%;34%;35%;35%;36%;35%;35%;36%;36%;35%;35%;35%;35%;36%;36%;35%;36%;36%;35%;34%;36%;36%;35%;36%;36%;36%;35%;36%;35%;37%;37%;37%;35%;37%;36%;35%;35%;35%;36%;35%;36%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2077;34%;37%;36%;35%;35%;35%;36%;35%;36%;37%;38%;37%;37%;37%;37%;37%;37%;37%;37%;36%;36%;37%;36%;37%;35%;36%;35%;35%;35%;35%;35%;35%;36%;36%;36%;36%;35%;36%;35%;35%;36%;36%;35%;36%;36%;36%;35%;36%;35%;35%;36%;36%;35%;36%;36%;35%;34%;36%;36%;35%;36%;36%;36%;35%;36%;35%;37%;37%;37%;36%;37%;36%;35%;35%;35%;36%;36%;36%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2078;34%;37%;36%;35%;35%;35%;36%;35%;36%;37%;38%;37%;37%;37%;37%;37%;37%;37%;37%;36%;36%;37%;36%;37%;35%;36%;35%;35%;35%;35%;35%;35%;36%;36%;36%;36%;35%;36%;35%;35%;36%;36%;36%;36%;36%;36%;36%;36%;35%;35%;36%;36%;36%;36%;36%;36%;34%;36%;36%;35%;36%;36%;36%;35%;36%;35%;37%;37%;37%;36%;37%;36%;35%;35%;35%;36%;36%;36%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2079;35%;37%;36%;35%;35%;35%;36%;35%;36%;37%;38%;37%;37%;37%;37%;37%;37%;37%;37%;36%;36%;37%;36%;37%;35%;36%;35%;35%;35%;35%;35%;36%;36%;36%;36%;36%;35%;36%;35%;35%;36%;36%;36%;36%;36%;36%;36%;36%;35%;35%;36%;36%;36%;36%;36%;36%;34%;36%;36%;36%;36%;36%;36%;35%;36%;35%;37%;37%;37%;36%;37%;36%;35%;35%;35%;36%;36%;36%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2080;35%;37%;36%;35%;35%;35%;36%;35%;36%;37%;38%;37%;37%;37%;37%;37%;37%;37%;37%;36%;36%;37%;36%;37%;35%;36%;35%;36%;35%;35%;35%;36%;36%;36%;36%;36%;36%;36%;35%;35%;36%;36%;36%;36%;36%;36%;36%;36%;35%;35%;36%;36%;36%;36%;36%;36%;35%;36%;36%;36%;36%;36%;36%;36%;36%;35%;37%;37%;37%;36%;37%;36%;35%;36%;35%;36%;36%;36%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2081;35%;37%;36%;35%;35%;35%;36%;35%;36%;37%;38%;37%;37%;37%;37%;37%;37%;37%;37%;36%;36%;37%;37%;37%;35%;36%;36%;36%;35%;35%;35%;36%;36%;36%;36%;36%;36%;36%;35%;35%;36%;36%;36%;36%;36%;36%;36%;36%;35%;35%;36%;36%;36%;36%;36%;36%;35%;36%;36%;36%;36%;36%;36%;36%;36%;35%;37%;37%;37%;36%;37%;36%;35%;36%;36%;36%;36%;36%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2082;35%;37%;36%;35%;35%;35%;36%;36%;36%;37%;38%;37%;37%;37%;37%;37%;37%;37%;37%;37%;36%;37%;37%;37%;35%;36%;36%;36%;35%;35%;35%;36%;36%;36%;36%;36%;36%;36%;35%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;35%;36%;36%;36%;37%;37%;36%;35%;36%;36%;36%;36%;36%;36%;36%;36%;35%;37%;37%;37%;36%;37%;36%;35%;36%;36%;36%;36%;36%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2083;35%;37%;36%;36%;36%;36%;36%;36%;36%;37%;38%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;36%;36%;36%;36%;36%;36%;35%;36%;36%;36%;36%;36%;36%;36%;35%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;37%;37%;36%;35%;36%;36%;36%;36%;36%;36%;36%;36%;35%;37%;37%;37%;36%;37%;37%;36%;36%;36%;36%;36%;36%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2084;35%;37%;36%;36%;36%;36%;36%;36%;36%;37%;38%;37%;37%;37%;37%;37%;37%;38%;37%;37%;37%;37%;37%;37%;36%;36%;36%;36%;36%;36%;36%;36%;37%;36%;36%;36%;36%;36%;35%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;37%;37%;36%;35%;36%;36%;36%;36%;36%;36%;36%;36%;36%;37%;37%;37%;36%;37%;37%;36%;36%;36%;36%;36%;36%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2085;36%;37%;37%;36%;36%;36%;36%;36%;36%;37%;38%;37%;37%;37%;37%;37%;37%;38%;37%;37%;37%;37%;37%;37%;36%;36%;36%;36%;36%;36%;36%;36%;37%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;37%;37%;36%;35%;37%;36%;36%;36%;37%;36%;36%;36%;36%;37%;37%;37%;36%;37%;37%;36%;36%;36%;36%;36%;36%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2086;36%;37%;37%;36%;36%;36%;36%;36%;36%;37%;38%;37%;37%;37%;37%;37%;37%;38%;37%;37%;37%;37%;37%;37%;36%;36%;36%;36%;36%;36%;36%;36%;37%;37%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;36%;37%;36%;36%;37%;37%;36%;36%;37%;36%;36%;36%;37%;36%;36%;36%;36%;37%;37%;37%;36%;37%;37%;36%;36%;36%;36%;36%;36%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2087;36%;37%;37%;36%;36%;36%;36%;36%;36%;37%;38%;37%;37%;37%;37%;37%;37%;38%;37%;37%;37%;37%;37%;37%;36%;36%;36%;36%;36%;36%;36%;36%;37%;37%;37%;36%;36%;36%;36%;36%;36%;37%;36%;36%;37%;36%;36%;36%;36%;36%;37%;36%;36%;37%;37%;36%;36%;37%;37%;36%;37%;37%;37%;36%;36%;36%;37%;37%;37%;36%;37%;37%;36%;36%;36%;37%;36%;36%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2088;36%;37%;37%;36%;36%;36%;37%;36%;37%;37%;38%;37%;37%;37%;37%;37%;37%;38%;37%;37%;37%;37%;37%;37%;36%;37%;36%;36%;36%;36%;36%;36%;37%;37%;37%;37%;36%;37%;36%;36%;37%;37%;36%;37%;37%;37%;37%;37%;36%;36%;37%;37%;37%;37%;37%;36%;36%;37%;37%;36%;37%;37%;37%;36%;37%;36%;37%;37%;37%;37%;37%;37%;36%;36%;36%;37%;37%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2089;36%;37%;37%;36%;36%;36%;37%;37%;37%;37%;38%;37%;37%;37%;37%;37%;37%;38%;37%;37%;37%;37%;37%;37%;36%;37%;36%;36%;36%;36%;36%;37%;37%;37%;37%;37%;36%;37%;36%;36%;37%;37%;37%;37%;37%;37%;37%;37%;36%;36%;37%;37%;37%;37%;37%;37%;36%;37%;37%;37%;37%;37%;37%;36%;37%;36%;37%;37%;37%;37%;37%;37%;36%;36%;36%;37%;37%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2090;36%;37%;37%;36%;36%;36%;37%;37%;37%;37%;38%;37%;37%;37%;37%;37%;37%;38%;37%;37%;37%;37%;37%;37%;36%;37%;37%;37%;36%;36%;36%;37%;37%;37%;37%;37%;37%;37%;36%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;36%;37%;37%;37%;37%;37%;37%;36%;37%;37%;37%;37%;37%;37%;37%;37%;36%;37%;37%;38%;37%;37%;37%;36%;37%;37%;37%;37%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2091;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;38%;37%;38%;37%;37%;37%;38%;38%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;36%;37%;37%;37%;37%;37%;37%;37%;36%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;36%;37%;37%;37%;37%;37%;37%;37%;37%;36%;37%;37%;38%;37%;37%;37%;37%;37%;37%;37%;37%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2092;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;38%;37%;38%;37%;37%;37%;38%;38%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;36%;37%;37%;37%;37%;37%;37%;37%;37%;37%;38%;37%;38%;37%;37%;37%;37%;37%;37%;37%;37%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2093;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;38%;37%;38%;38%;37%;37%;38%;38%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;38%;37%;38%;37%;37%;37%;37%;37%;37%;37%;37%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2094;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;38%;37%;38%;38%;37%;38%;38%;38%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;38%;38%;38%;37%;37%;37%;37%;37%;37%;37%;37%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2095;37%;38%;37%;37%;37%;37%;37%;37%;37%;37%;38%;38%;38%;38%;37%;38%;38%;38%;37%;37%;37%;37%;37%;38%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;38%;38%;38%;37%;38%;37%;37%;37%;37%;37%;37%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2096;37%;38%;37%;37%;37%;37%;37%;37%;37%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;37%;37%;38%;37%;38%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;38%;38%;38%;37%;38%;37%;37%;37%;37%;37%;37%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2097;37%;38%;37%;37%;37%;37%;37%;37%;37%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;37%;37%;37%;37%;37%;37%;37%;37%;38%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;38%;38%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;37%;38%;38%;38%;37%;38%;38%;37%;37%;37%;37%;37%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2098;38%;38%;38%;37%;37%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;37%;38%;37%;38%;37%;37%;37%;38%;38%;38%;38%;38%;37%;38%;37%;37%;38%;38%;38%;38%;38%;38%;38%;38%;37%;37%;38%;38%;38%;38%;38%;38%;37%;38%;38%;38%;38%;38%;38%;38%;38%;37%;38%;38%;38%;38%;38%;38%;37%;38%;38%;38%;38%;38%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2099;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2100;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;38%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
