Data Figure 3.9: Data series on IMF voting power 1945-2025 and GJF-UNCB voting power 2026-2100 (population-based 2050-2100, linear transition 2026-2050);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CN 2050 MER;15,0%;;;;;;;
Sheet extracted from Platform Paper: Botheetal2026AppendixMacro.xlsx sheet F5b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CN 2050 PPP;16,0%;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"(corrected CN share in world GDP: Planet paper projections too small due to excessively fast reduction in labour hours; to be revised in the next revsion of Planet paper)";;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/North Africa;Subsaharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE   ;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI;US share in world GDP (MER);US share in world GDP (PPP);US share in world population;CN share in world GDP (MER);CN share in world GDP (PPP);CN share in world population;IN share in world GDP (MER);IN share in world GDP (PPP);IN share in world population;Europe share in world GDP (MER);Europe share in world GDP (PPP);Europe share in world population
1945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44%;31%;6%;4%;6%;22%;5%;4%;14%;22%;25%;16%
1946;100%;36%;37%;11%;2%;2%;0%;7%;6%;;0%;;7%;16%;;4%;1%;;5%;5%;33%;4%;;;;;2%;1%;1%;1%;5%;;;1%;1%;;;;0%;;;0%;;;;;;;1%;;;;7%;;;;;;5%;;;;0%;;;;42%;28%;6%;4%;6%;22%;5%;5%;14%;23%;28%;16%
1947;100%;38%;35%;11%;3%;2%;0%;7%;5%;;1%;;6%;15%;2%;3%;1%;;4%;4%;31%;4%;;;;;2%;1%;1%;1%;6%;;;1%;1%;;;1%;1%;;;0%;;;;;;;1%;;;;7%;;;;;;5%;;;;0%;;;;41%;27%;6%;4%;6%;22%;4%;4%;14%;24%;28%;16%
1948;100%;37%;36%;10%;3%;2%;0%;6%;5%;;1%;;6%;15%;2%;3%;1%;;5%;4%;30%;4%;2%;;;;2%;1%;1%;1%;5%;;;1%;1%;;;1%;1%;;;0%;;;;;;;1%;;;;6%;;;;;;5%;;;;0%;;;;41%;26%;6%;4%;5%;22%;4%;4%;14%;22%;29%;16%
1949;100%;38%;37%;8%;3%;2%;0%;6%;5%;;1%;;6%;15%;2%;3%;1%;;6%;4%;31%;4%;2%;;;;0%;1%;1%;1%;5%;;;1%;1%;;;1%;1%;;;0%;;;;;;;1%;;;;6%;;;;;;5%;;;;0%;0%;;;40%;25%;6%;4%;5%;22%;4%;4%;14%;25%;31%;16%
1950;100%;36%;37%;10%;3%;2%;0%;6%;6%;;1%;;6%;15%;2%;3%;1%;;6%;3%;31%;4%;2%;;;;2%;1%;1%;1%;5%;;;1%;1%;;;1%;1%;;;0%;;;;;;;1%;;;;6%;;;;;;5%;;;;0%;0%;;;41%;26%;6%;3%;5%;22%;3%;4%;14%;24%;32%;16%
1951;100%;36%;36%;10%;3%;2%;0%;6%;7%;;1%;;6%;14%;2%;3%;1%;;6%;3%;30%;4%;2%;;;;2%;1%;1%;1%;5%;;;1%;1%;;;1%;1%;;;0%;;;;;;;1%;;;;6%;;;;;;5%;;;1%;0%;0%;;0%;41%;26%;6%;4%;5%;22%;3%;4%;14%;24%;31%;16%
1952;100%;36%;35%;10%;3%;2%;0%;6%;8%;;1%;;6%;14%;2%;3%;1%;1%;5%;2%;29%;3%;2%;;;;2%;1%;1%;1%;5%;;;1%;1%;;;1%;1%;;;0%;;;;;;;1%;;;;6%;;;;;;5%;;0%;1%;0%;0%;;0%;40%;26%;6%;4%;6%;22%;3%;3%;14%;25%;32%;16%
1953;100%;37%;33%;9%;3%;2%;0%;8%;7%;4%;1%;;5%;13%;2%;3%;1%;1%;5%;2%;28%;3%;2%;;;;2%;1%;1%;1%;5%;;;1%;1%;;;1%;1%;;;0%;;;;;;;1%;;;;6%;3%;;;;;4%;;0%;1%;0%;0%;;0%;40%;25%;6%;5%;6%;22%;3%;4%;14%;25%;32%;16%
1954;100%;37%;32%;9%;3%;2%;0%;8%;8%;3%;1%;;5%;13%;2%;3%;1%;1%;5%;2%;27%;3%;2%;;;;2%;1%;1%;1%;5%;;;1%;1%;;;1%;1%;;;0%;;;;;;;1%;;;;6%;3%;;;;;4%;1%;0%;1%;0%;0%;;0%;39%;24%;6%;4%;6%;22%;2%;3%;14%;26%;33%;15%
1955;100%;36%;33%;10%;4%;2%;0%;8%;8%;4%;1%;;5%;13%;2%;3%;1%;1%;5%;1%;27%;3%;2%;;;;2%;1%;1%;1%;5%;;;1%;1%;;;1%;1%;;;0%;;;;;;;1%;;;;6%;3%;;;;;4%;1%;0%;1%;0%;0%;;0%;39%;24%;6%;4%;6%;22%;2%;3%;14%;26%;33%;15%
1956;100%;36%;33%;9%;4%;2%;0%;9%;9%;3%;1%;;5%;13%;2%;3%;1%;1%;5%;1%;27%;3%;2%;;;;2%;1%;1%;1%;5%;;;1%;1%;;;1%;1%;;;0%;;;;;;;1%;;;;6%;3%;0%;;;;4%;1%;0%;1%;0%;0%;;1%;37%;24%;6%;5%;6%;22%;2%;4%;14%;26%;32%;15%
1957;100%;35%;32%;11%;4%;1%;0%;9%;9%;3%;1%;;5%;13%;2%;3%;1%;1%;5%;1%;27%;3%;2%;;;2%;2%;1%;1%;1%;5%;;;1%;1%;;;1%;1%;;;0%;;;;;;;1%;;;;6%;3%;0%;;;;4%;1%;0%;1%;0%;0%;0%;1%;37%;23%;6%;4%;6%;22%;2%;3%;14%;26%;33%;15%
1958;100%;34%;31%;11%;5%;2%;0%;8%;9%;3%;1%;;5%;12%;2%;3%;1%;1%;5%;1%;26%;3%;2%;;;2%;2%;1%;1%;1%;5%;;;1%;1%;1%;0%;1%;2%;;;0%;;;;;;0%;1%;0%;;;5%;3%;0%;;;;4%;1%;0%;1%;0%;0%;0%;1%;36%;22%;6%;4%;6%;22%;3%;3%;14%;27%;33%;15%
1959;100%;35%;30%;11%;5%;2%;0%;8%;9%;3%;1%;1%;5%;12%;2%;3%;1%;1%;5%;1%;25%;3%;2%;;;2%;2%;1%;1%;1%;5%;;;1%;1%;1%;0%;1%;2%;;;0%;;;;;;0%;1%;0%;;;5%;3%;0%;;;;4%;1%;0%;1%;1%;0%;0%;1%;36%;23%;6%;4%;5%;22%;2%;3%;14%;26%;33%;15%
1960;100%;37%;27%;12%;5%;2%;0%;8%;10%;6%;1%;1%;6%;10%;2%;3%;1%;1%;6%;1%;20%;4%;2%;;;2%;2%;1%;1%;1%;4%;;;1%;1%;1%;1%;0%;2%;;;0%;;;;;;0%;1%;0%;;;4%;4%;0%;;;;5%;1%;0%;1%;1%;1%;0%;1%;35%;22%;6%;4%;5%;22%;2%;3%;14%;26%;34%;14%
1961;100%;36%;31%;11%;4%;2%;0%;7%;9%;5%;1%;1%;5%;12%;2%;3%;1%;1%;5%;1%;25%;3%;3%;;;2%;2%;1%;1%;1%;5%;;;1%;1%;0%;0%;1%;1%;;;0%;;;;0%;;0%;1%;0%;;;3%;3%;0%;;;;4%;1%;0%;1%;1%;0%;0%;1%;34%;22%;6%;3%;3%;21%;2%;3%;15%;27%;34%;14%
1962;100%;35%;31%;11%;4%;2%;0%;7%;9%;5%;1%;1%;5%;12%;2%;3%;1%;1%;5%;1%;24%;3%;3%;1%;;2%;2%;1%;1%;1%;5%;;;1%;1%;0%;0%;1%;2%;;;0%;;;;0%;;0%;1%;1%;;;3%;3%;0%;;;;4%;1%;0%;1%;1%;0%;0%;1%;34%;22%;6%;3%;3%;21%;2%;3%;15%;28%;34%;14%
1963;100%;35%;31%;11%;5%;2%;0%;7%;9%;5%;1%;1%;5%;12%;2%;3%;1%;1%;5%;1%;25%;3%;3%;1%;;2%;2%;1%;1%;1%;5%;;;1%;1%;0%;0%;1%;2%;;0%;0%;;;0%;0%;;0%;1%;0%;;;3%;3%;0%;;;;4%;1%;0%;1%;1%;0%;0%;1%;34%;22%;6%;3%;3%;21%;3%;3%;15%;28%;34%;14%
1964;100%;33%;30%;10%;5%;7%;0%;6%;8%;5%;1%;1%;5%;11%;2%;2%;1%;1%;5%;1%;23%;3%;2%;1%;;2%;2%;1%;1%;1%;4%;;0%;1%;1%;0%;0%;1%;2%;0%;0%;0%;0%;0%;0%;0%;0%;0%;1%;4%;;;3%;3%;0%;;;;3%;1%;0%;1%;1%;0%;0%;1%;33%;21%;6%;3%;4%;22%;3%;3%;15%;28%;34%;14%
1965;100%;34%;29%;10%;6%;8%;0%;6%;8%;4%;1%;1%;4%;11%;3%;2%;1%;1%;5%;1%;22%;3%;2%;1%;;2%;2%;1%;1%;1%;5%;;0%;1%;1%;0%;0%;1%;2%;0%;0%;0%;0%;0%;0%;0%;0%;0%;1%;4%;;;3%;3%;0%;;;;3%;1%;0%;1%;1%;0%;0%;1%;33%;22%;6%;3%;4%;22%;3%;3%;15%;28%;33%;14%
1966;100%;34%;30%;10%;6%;7%;0%;6%;7%;4%;1%;1%;4%;11%;3%;2%;1%;1%;5%;1%;24%;3%;2%;1%;;1%;2%;1%;1%;1%;5%;;0%;1%;1%;0%;1%;1%;2%;0%;0%;0%;0%;0%;0%;0%;0%;0%;1%;4%;;;3%;3%;0%;;;;4%;;0%;1%;0%;1%;0%;1%;34%;22%;6%;3%;4%;22%;2%;3%;15%;28%;33%;13%
1967;100%;35%;29%;10%;6%;7%;0%;6%;8%;5%;1%;1%;4%;11%;3%;2%;1%;1%;5%;1%;22%;3%;2%;1%;;2%;2%;1%;1%;1%;5%;;0%;1%;1%;0%;0%;1%;2%;0%;0%;0%;0%;0%;0%;0%;0%;0%;1%;4%;;;2%;3%;0%;;;;3%;0%;0%;1%;1%;1%;0%;2%;34%;22%;6%;3%;3%;22%;2%;3%;15%;28%;33%;13%
1968;100%;35%;28%;10%;6%;7%;0%;6%;8%;5%;1%;1%;4%;10%;3%;2%;1%;1%;5%;1%;22%;3%;2%;1%;;2%;2%;1%;1%;1%;5%;;0%;1%;1%;0%;0%;1%;2%;0%;0%;0%;0%;0%;0%;1%;0%;0%;1%;4%;;;2%;3%;0%;;;;3%;0%;0%;1%;1%;1%;0%;2%;34%;21%;6%;3%;3%;22%;2%;3%;15%;27%;33%;13%
1969;100%;33%;28%;11%;6%;8%;0%;6%;9%;5%;1%;0%;4%;11%;3%;2%;1%;1%;4%;1%;22%;3%;2%;1%;;2%;2%;1%;1%;1%;5%;;0%;1%;1%;0%;0%;1%;2%;0%;0%;0%;0%;0%;0%;1%;0%;0%;1%;5%;;;2%;3%;0%;;;;3%;1%;0%;1%;1%;1%;0%;2%;33%;21%;6%;3%;3%;22%;2%;3%;15%;28%;33%;13%
1970;100%;33%;28%;11%;6%;8%;0%;6%;9%;5%;1%;0%;4%;10%;3%;2%;1%;1%;4%;1%;22%;3%;2%;1%;;2%;2%;1%;1%;1%;5%;;0%;1%;1%;0%;0%;1%;2%;0%;0%;0%;0%;0%;0%;1%;0%;0%;1%;5%;;;2%;3%;0%;;;;3%;1%;0%;1%;1%;1%;0%;2%;32%;20%;6%;3%;4%;22%;2%;3%;15%;28%;33%;13%
1971;100%;36%;29%;10%;6%;7%;0%;6%;6%;5%;1%;1%;5%;9%;3%;2%;1%;1%;5%;1%;22%;4%;2%;1%;0%;2%;2%;1%;1%;1%;5%;;1%;1%;1%;0%;1%;1%;2%;0%;0%;0%;0%;0%;0%;1%;0%;0%;1%;4%;;;2%;4%;0%;;;;3%;1%;0%;1%;1%;0%;0%;0%;31%;20%;6%;3%;4%;22%;2%;3%;15%;29%;33%;13%
1972;100%;36%;28%;10%;6%;8%;0%;6%;6%;5%;1%;1%;5%;9%;3%;2%;1%;1%;6%;1%;22%;4%;2%;1%;0%;2%;2%;1%;1%;1%;5%;;1%;1%;1%;0%;1%;1%;2%;0%;0%;0%;0%;0%;0%;1%;0%;0%;1%;4%;;;2%;4%;0%;;;;3%;1%;0%;1%;1%;0%;0%;0%;29%;20%;6%;3%;3%;22%;2%;2%;15%;30%;33%;12%
1973;100%;35%;28%;10%;6%;8%;0%;4%;9%;5%;1%;1%;5%;9%;3%;2%;1%;1%;6%;1%;21%;4%;2%;1%;0%;1%;1%;1%;1%;1%;5%;0%;0%;1%;1%;0%;1%;1%;3%;0%;0%;0%;0%;0%;0%;1%;0%;0%;1%;4%;;;0%;4%;0%;;;0%;3%;1%;0%;1%;1%;1%;0%;2%;27%;19%;5%;3%;3%;23%;2%;2%;15%;31%;33%;12%
1974;100%;35%;28%;10%;6%;8%;0%;4%;9%;5%;1%;1%;5%;9%;3%;2%;1%;1%;6%;1%;21%;4%;2%;1%;0%;1%;1%;1%;1%;1%;5%;0%;0%;1%;1%;0%;1%;1%;3%;0%;0%;0%;0%;0%;0%;1%;0%;0%;1%;4%;;;0%;4%;0%;;;0%;3%;1%;0%;1%;1%;1%;0%;2%;26%;19%;5%;2%;3%;23%;2%;2%;15%;30%;32%;12%
1975;100%;36%;28%;10%;6%;6%;0%;4%;9%;5%;1%;1%;5%;9%;3%;2%;1%;1%;6%;2%;21%;4%;2%;1%;0%;1%;1%;1%;1%;1%;5%;0%;0%;1%;1%;0%;1%;1%;3%;0%;0%;0%;0%;0%;0%;1%;0%;0%;0%;4%;;;0%;4%;0%;;;0%;3%;1%;0%;1%;1%;1%;0%;2%;25%;18%;5%;2%;4%;23%;2%;2%;15%;32%;32%;12%
1976;100%;36%;28%;10%;6%;6%;0%;4%;9%;5%;1%;1%;5%;9%;3%;2%;1%;1%;6%;2%;21%;4%;2%;1%;0%;1%;1%;1%;1%;1%;5%;0%;0%;1%;1%;0%;1%;1%;3%;0%;0%;0%;0%;0%;0%;1%;0%;0%;0%;4%;;;0%;4%;0%;;;0%;3%;1%;0%;1%;1%;1%;0%;2%;26%;18%;5%;2%;3%;22%;1%;2%;15%;31%;32%;12%
1977;100%;36%;28%;10%;6%;6%;0%;4%;9%;5%;1%;1%;5%;9%;3%;2%;1%;1%;6%;2%;21%;4%;2%;1%;0%;1%;1%;1%;1%;1%;5%;0%;0%;1%;1%;0%;1%;1%;3%;0%;0%;0%;0%;0%;0%;1%;0%;0%;0%;4%;;;0%;4%;0%;;;0%;3%;1%;0%;1%;1%;1%;0%;2%;26%;18%;5%;2%;3%;22%;1%;2%;15%;31%;31%;12%
1978;100%;34%;27%;11%;9%;6%;0%;5%;8%;5%;1%;1%;5%;7%;3%;2%;1%;1%;6%;2%;21%;3%;2%;1%;0%;1%;2%;1%;1%;1%;5%;0%;1%;1%;2%;0%;2%;1%;3%;0%;0%;0%;0%;0%;0%;1%;0%;0%;0%;4%;;;0%;4%;0%;;;0%;3%;1%;0%;1%;1%;1%;0%;2%;24%;19%;5%;2%;3%;22%;1%;3%;15%;32%;31%;11%
1979;100%;34%;27%;11%;9%;7%;0%;5%;9%;5%;1%;1%;5%;7%;3%;2%;1%;1%;6%;2%;21%;3%;2%;1%;0%;1%;2%;1%;1%;1%;5%;0%;1%;0%;2%;0%;2%;1%;3%;0%;0%;0%;0%;0%;0%;1%;0%;0%;0%;4%;;;0%;4%;0%;;;0%;3%;1%;0%;1%;1%;1%;0%;2%;24%;18%;5%;2%;4%;22%;1%;2%;15%;33%;31%;11%
1980;100%;34%;27%;11%;9%;7%;0%;5%;9%;5%;1%;1%;5%;7%;3%;2%;1%;1%;6%;2%;21%;3%;2%;1%;0%;1%;2%;1%;1%;1%;5%;0%;1%;0%;2%;0%;2%;1%;3%;0%;0%;0%;0%;0%;0%;1%;0%;0%;0%;4%;;;0%;4%;0%;;;0%;3%;1%;0%;1%;1%;1%;0%;2%;23%;18%;5%;2%;4%;22%;1%;2%;15%;33%;31%;11%
1981;100%;33%;27%;10%;8%;6%;0%;7%;8%;5%;1%;1%;5%;7%;3%;2%;1%;1%;5%;1%;20%;3%;2%;1%;0%;1%;2%;1%;1%;1%;5%;0%;1%;0%;1%;0%;2%;1%;3%;0%;0%;0%;0%;0%;0%;1%;0%;0%;0%;4%;;;3%;4%;0%;;;0%;3%;1%;0%;1%;1%;0%;0%;2%;25%;18%;5%;2%;4%;22%;2%;3%;16%;29%;31%;11%
1982;100%;33%;26%;10%;10%;6%;0%;7%;8%;5%;1%;1%;5%;7%;3%;2%;1%;1%;5%;1%;20%;3%;2%;1%;0%;1%;2%;1%;0%;1%;5%;0%;1%;0%;1%;0%;3%;1%;3%;0%;0%;0%;0%;0%;0%;1%;0%;0%;0%;4%;;;3%;4%;0%;;;0%;3%;1%;0%;1%;1%;0%;0%;2%;27%;18%;5%;2%;4%;22%;2%;3%;16%;29%;31%;11%
1983;100%;33%;26%;10%;10%;6%;0%;7%;8%;5%;1%;1%;5%;7%;3%;2%;1%;1%;5%;2%;20%;3%;2%;1%;0%;1%;2%;1%;0%;1%;5%;0%;1%;0%;1%;0%;3%;1%;3%;0%;0%;0%;0%;0%;0%;1%;0%;0%;0%;4%;;;3%;4%;0%;;;0%;3%;1%;0%;1%;1%;0%;0%;2%;28%;18%;5%;2%;4%;22%;1,7%;3%;16%;28%;30%;11%
1984;100%;35%;25%;10%;10%;5%;0%;8%;7%;6%;1%;1%;5%;7%;3%;3%;1%;1%;5%;2%;20%;3%;2%;1%;0%;1%;2%;1%;0%;1%;4%;0%;1%;0%;1%;0%;4%;0%;4%;0%;0%;0%;0%;0%;0%;1%;0%;0%;0%;3%;;;3%;5%;1%;;;0%;2%;1%;0%;1%;1%;0%;0%;1%;31%;19%;5%;2%;4%;22%;1,6%;3%;16%;26%;30%;11%
1985;100%;35%;25%;10%;10%;5%;0%;8%;7%;6%;1%;1%;5%;7%;3%;3%;1%;1%;5%;2%;20%;3%;2%;1%;0%;1%;2%;1%;0%;1%;4%;0%;1%;0%;1%;0%;4%;0%;4%;0%;0%;0%;0%;0%;0%;1%;0%;0%;0%;3%;;;3%;5%;1%;;;0%;2%;1%;0%;1%;1%;0%;0%;1%;32%;19%;5%;2%;5%;22%;1,6%;3%;16%;26%;30%;10%
1986;100%;35%;25%;10%;10%;5%;0%;8%;7%;6%;1%;1%;5%;7%;3%;3%;1%;1%;5%;2%;20%;3%;2%;1%;0%;1%;2%;1%;0%;1%;4%;0%;1%;0%;1%;0%;4%;0%;4%;0%;0%;0%;0%;0%;0%;1%;0%;0%;0%;3%;;;3%;5%;1%;;;0%;2%;1%;0%;1%;1%;0%;0%;1%;29%;19%;5%;2%;5%;22%;1,6%;3%;16%;30%;29%;10%
1987;100%;35%;25%;10%;10%;5%;0%;8%;7%;6%;1%;1%;5%;7%;3%;2%;1%;1%;5%;2%;19%;3%;2%;1%;0%;1%;2%;1%;0%;1%;4%;0%;1%;1%;1%;0%;4%;0%;3%;0%;0%;0%;0%;0%;0%;1%;0%;0%;0%;3%;;;3%;5%;1%;;;0%;2%;1%;0%;1%;1%;0%;0%;1%;27%;19%;5%;2%;5%;22%;1,5%;3%;16%;33%;29%;10%
1988;100%;35%;25%;10%;10%;5%;0%;8%;7%;6%;1%;1%;5%;7%;3%;2%;1%;1%;5%;2%;19%;3%;2%;1%;0%;1%;2%;1%;0%;1%;4%;0%;1%;1%;1%;0%;4%;0%;3%;0%;0%;0%;0%;0%;0%;1%;0%;0%;0%;3%;;;3%;5%;1%;;;0%;2%;1%;0%;1%;1%;0%;0%;1%;26%;19%;5%;2%;5%;22%;1,5%;3%;16%;33%;29%;10%
1989;100%;35%;25%;9%;10%;5%;0%;8%;7%;6%;1%;1%;5%;7%;3%;2%;1%;1%;5%;3%;19%;3%;2%;1%;0%;1%;2%;1%;0%;1%;4%;0%;1%;1%;1%;0%;3%;0%;3%;0%;0%;0%;0%;0%;0%;1%;0%;0%;0%;3%;;;3%;5%;1%;;;0%;2%;1%;0%;1%;1%;0%;0%;1%;27%;19%;5%;2%;5%;22%;1,4%;3%;16%;32%;29%;10%
1990;100%;35%;25%;9%;10%;5%;0%;8%;7%;6%;1%;1%;5%;7%;3%;2%;1%;1%;5%;3%;19%;3%;2%;1%;0%;1%;2%;1%;0%;1%;4%;0%;1%;1%;1%;0%;3%;0%;3%;0%;0%;0%;0%;0%;0%;1%;0%;0%;0%;3%;;;3%;5%;1%;;;0%;2%;1%;0%;1%;1%;0%;0%;1%;26%;19%;5%;2%;5%;22%;1,4%;3%;16%;35%;29%;10%
1991;100%;36%;25%;9%;10%;5%;0%;8%;7%;6%;1%;1%;5%;7%;3%;2%;1%;1%;5%;4%;19%;3%;2%;1%;0%;1%;2%;0%;0%;1%;4%;0%;1%;1%;1%;0%;3%;0%;3%;0%;0%;0%;0%;0%;0%;1%;0%;0%;0%;3%;;;3%;5%;1%;;0%;0%;2%;1%;0%;1%;0%;0%;0%;1%;25%;19%;5%;2%;5%;22%;1,2%;3%;16%;34%;29%;10%
1992;100%;36%;25%;9%;10%;5%;0%;8%;7%;6%;1%;1%;5%;7%;3%;2%;1%;1%;5%;4%;19%;3%;2%;1%;0%;1%;2%;0%;0%;1%;4%;0%;1%;1%;1%;0%;3%;0%;3%;0%;0%;0%;0%;0%;0%;1%;0%;0%;0%;3%;0%;;3%;5%;1%;;0%;0%;2%;1%;0%;1%;0%;0%;0%;1%;25%;19%;5%;2%;6%;22%;1,1%;3%;16%;35%;28%;9%
1993;100%;35%;23%;8%;9%;4%;4%;9%;6%;6%;1%;1%;5%;5%;3%;2%;1%;1%;7%;3%;18%;3%;2%;0%;0%;1%;1%;0%;0%;1%;4%;0%;1%;0%;1%;0%;4%;0%;3%;0%;0%;0%;0%;0%;0%;1%;0%;0%;0%;3%;3%;1%;2%;6%;1%;;0%;0%;2%;1%;0%;1%;0%;0%;0%;1%;26%;19%;5%;2%;6%;21%;1,1%;3%;16%;31%;28%;9%
1994;100%;35%;23%;8%;9%;4%;5%;9%;6%;6%;1%;1%;5%;5%;3%;2%;1%;1%;7%;3%;18%;3%;2%;0%;0%;1%;1%;0%;0%;1%;4%;0%;1%;0%;1%;0%;4%;0%;3%;0%;0%;0%;0%;0%;0%;1%;0%;0%;0%;3%;3%;2%;2%;6%;1%;;0%;0%;2%;1%;0%;1%;0%;0%;0%;1%;26%;19%;5%;2%;6%;21%;1,1%;3%;17%;31%;28%;9%
1995;100%;35%;23%;8%;9%;4%;5%;9%;6%;6%;1%;1%;5%;5%;3%;2%;1%;1%;7%;3%;18%;3%;2%;0%;0%;1%;1%;0%;0%;1%;4%;0%;1%;0%;1%;0%;3%;0%;3%;0%;0%;0%;0%;0%;0%;1%;0%;0%;0%;3%;3%;2%;2%;6%;1%;;0%;0%;2%;1%;0%;1%;0%;0%;0%;1%;24%;19%;5%;2%;7%;21%;1,1%;3,6%;17%;33%;27%;9%
1996;100%;35%;23%;8%;9%;4%;5%;9%;6%;6%;1%;1%;5%;5%;3%;2%;1%;1%;7%;3%;18%;3%;2%;0%;0%;1%;1%;0%;0%;1%;4%;0%;1%;0%;1%;0%;3%;0%;3%;0%;0%;0%;0%;0%;0%;1%;0%;0%;0%;3%;3%;2%;2%;6%;1%;0%;0%;0%;2%;1%;0%;1%;0%;0%;0%;1%;25%;19%;5%;3%;7%;21%;1,2%;3,7%;17%;33%;27%;9%
1997;100%;35%;23%;8%;9%;5%;5%;8%;7%;6%;1%;1%;5%;5%;3%;2%;1%;1%;7%;4%;18%;3%;2%;0%;0%;1%;1%;0%;0%;1%;4%;0%;1%;0%;1%;0%;3%;0%;3%;0%;0%;0%;0%;0%;0%;1%;0%;0%;1%;3%;3%;2%;2%;6%;1%;;0%;0%;2%;1%;0%;1%;0%;0%;0%;1%;27%;19%;5%;3%;7%;21%;1,3%;3,7%;17%;31%;27%;9%
1998;100%;35%;23%;8%;9%;5%;5%;8%;7%;6%;1%;1%;5%;5%;3%;2%;1%;1%;7%;4%;18%;3%;2%;0%;0%;1%;1%;0%;0%;1%;4%;0%;1%;0%;1%;0%;3%;0%;3%;0%;0%;0%;0%;0%;0%;1%;0%;0%;1%;3%;3%;2%;2%;6%;1%;;0%;0%;2%;1%;0%;1%;0%;0%;0%;1%;29%;20%;5%;3%;7%;21%;1,3%;3,9%;17%;32%;27%;9%
1999;100%;36%;23%;8%;9%;5%;4%;9%;7%;6%;1%;1%;5%;5%;3%;2%;1%;1%;6%;3%;18%;3%;2%;0%;0%;1%;1%;0%;0%;1%;3%;0%;1%;0%;1%;0%;3%;0%;3%;0%;0%;0%;0%;0%;0%;1%;0%;0%;1%;2%;3%;2%;2%;6%;1%;;0%;0%;2%;1%;0%;0%;0%;1%;0%;2%;29%;20%;5%;3%;7%;21%;1,4%;4,1%;17%;31%;27%;9%
2000;100%;36%;23%;8%;9%;5%;4%;9%;6%;6%;1%;1%;5%;5%;3%;2%;1%;1%;7%;3%;17%;3%;2%;0%;0%;1%;1%;0%;0%;1%;3%;0%;1%;0%;1%;0%;3%;0%;3%;0%;0%;0%;0%;0%;0%;1%;0%;0%;1%;2%;3%;2%;2%;6%;1%;;0%;0%;2%;1%;0%;0%;0%;1%;0%;2%;30%;20%;5%;4%;7%;21%;1,4%;4,1%;17%;28%;27%;9%
