Data Figure 1.3: Data series on projected annual economic labour hours (all employed working-age individuals) (SC scenario);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Planet Paper: Chanceletal2026Appendix_MacroScenarios.xlsx Sheet E0a;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/North Africa;Subsaharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE   ;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI
1830;3 310;3 437;3 218;3 192;3 282;3 141;3 467;3 316;3 254;3 924;3 406;3 269;3 504;3 119;3 315;3 595;3 406;3 764;3 406;3 382;3 260;2 976;2 857;3 138;3 138;3 156;3 155;3 204;3 204;3 204;3 204;3 331;3 331;3 438;3 331;3 331;3 331;3 059;3 331;3 141;3 141;3 141;3 141;3 141;3 141;3 141;3 141;3 141;3 141;3 141;3 525;3 382;3 331;3 142;3 331;3 331;3 331;3 260;3 274;3 055;3 260;3 260;3 260;3 316;3 260;3 260
1831;3 331;3 462;3 237;3 211;3 302;3 160;3 488;3 337;3 273;3 937;3 441;3 303;3 540;3 121;3 349;3 634;3 441;3 802;3 441;3 402;3 279;2 994;2 875;3 157;3 157;3 176;3 175;3 224;3 224;3 224;3 224;3 351;3 351;3 459;3 351;3 351;3 351;3 078;3 351;3 160;3 160;3 160;3 160;3 160;3 160;3 160;3 160;3 160;3 160;3 160;3 547;3 402;3 351;3 161;3 351;3 351;3 351;3 280;3 294;3 073;3 280;3 280;3 280;3 336;3 280;3 280
1832;3 352;3 487;3 257;3 231;3 322;3 179;3 509;3 357;3 293;3 949;3 476;3 336;3 576;3 123;3 383;3 673;3 476;3 841;3 476;3 423;3 299;3 012;2 892;3 176;3 176;3 195;3 194;3 243;3 243;3 243;3 243;3 372;3 372;3 480;3 372;3 372;3 372;3 097;3 372;3 179;3 179;3 179;3 179;3 179;3 179;3 179;3 179;3 179;3 179;3 179;3 568;3 423;3 372;3 180;3 372;3 372;3 372;3 300;3 314;3 092;3 300;3 300;3 300;3 356;3 300;3 300
1833;3 374;3 513;3 276;3 250;3 342;3 198;3 530;3 377;3 313;3 962;3 511;3 369;3 612;3 125;3 417;3 712;3 511;3 879;3 511;3 443;3 318;3 029;2 909;3 195;3 195;3 214;3 213;3 263;3 263;3 263;3 263;3 392;3 392;3 501;3 392;3 392;3 392;3 115;3 392;3 198;3 198;3 198;3 198;3 198;3 198;3 198;3 198;3 198;3 198;3 198;3 590;3 443;3 392;3 199;3 392;3 392;3 392;3 320;3 334;3 111;3 320;3 320;3 320;3 376;3 320;3 320
1834;3 395;3 539;3 296;3 269;3 362;3 217;3 551;3 397;3 333;3 974;3 547;3 403;3 648;3 127;3 451;3 751;3 547;3 918;3 547;3 464;3 338;3 047;2 926;3 215;3 215;3 234;3 232;3 282;3 282;3 282;3 282;3 412;3 412;3 522;3 412;3 412;3 412;3 134;3 412;3 217;3 217;3 217;3 217;3 217;3 217;3 217;3 217;3 217;3 217;3 217;3 611;3 464;3 412;3 218;3 412;3 412;3 412;3 340;3 354;3 129;3 340;3 340;3 340;3 397;3 340;3 340
1835;3 416;3 564;3 315;3 289;3 380;3 237;3 572;3 418;3 352;3 987;3 582;3 436;3 683;3 129;3 485;3 790;3 582;3 956;3 582;3 485;3 357;3 065;2 943;3 234;3 234;3 253;3 252;3 302;3 302;3 302;3 302;3 433;3 433;3 543;3 433;3 433;3 433;3 153;3 433;3 237;3 237;3 237;3 237;3 237;3 237;3 237;3 237;3 237;3 237;3 237;3 633;3 485;3 433;3 237;3 433;3 433;3 433;3 360;3 374;3 148;3 360;3 360;3 360;3 417;3 360;3 360
1836;3 420;3 565;3 332;3 293;3 384;3 241;3 578;3 423;3 357;3 987;3 582;3 436;3 683;3 124;3 485;3 790;3 582;3 956;3 582;3 490;3 374;3 079;2 956;3 249;3 249;3 258;3 256;3 307;3 307;3 307;3 307;3 438;3 438;3 548;3 438;3 438;3 438;3 157;3 438;3 241;3 241;3 241;3 241;3 241;3 241;3 241;3 241;3 241;3 241;3 241;3 638;3 490;3 438;3 242;3 438;3 438;3 438;3 365;3 379;3 152;3 365;3 365;3 365;3 422;3 365;3 365
1837;3 425;3 565;3 349;3 298;3 389;3 246;3 583;3 428;3 362;3 987;3 582;3 436;3 683;3 119;3 485;3 790;3 582;3 956;3 582;3 495;3 391;3 093;2 970;3 264;3 264;3 262;3 261;3 312;3 312;3 312;3 312;3 443;3 443;3 553;3 443;3 443;3 443;3 162;3 443;3 246;3 246;3 246;3 246;3 246;3 246;3 246;3 246;3 246;3 246;3 246;3 643;3 495;3 443;3 247;3 443;3 443;3 443;3 369;3 384;3 157;3 369;3 369;3 369;3 427;3 369;3 369
1838;3 430;3 566;3 365;3 303;3 394;3 251;3 588;3 433;3 366;3 987;3 582;3 436;3 683;3 114;3 485;3 790;3 582;3 956;3 582;3 500;3 408;3 107;2 983;3 279;3 279;3 267;3 266;3 316;3 316;3 316;3 316;3 448;3 448;3 558;3 448;3 448;3 448;3 166;3 448;3 251;3 251;3 251;3 251;3 251;3 251;3 251;3 251;3 251;3 251;3 251;3 648;3 500;3 448;3 252;3 448;3 448;3 448;3 374;3 389;3 162;3 374;3 374;3 374;3 432;3 374;3 374
1839;3 434;3 567;3 382;3 307;3 399;3 255;3 593;3 438;3 371;3 987;3 582;3 436;3 683;3 109;3 485;3 790;3 582;3 956;3 582;3 505;3 425;3 122;2 997;3 293;3 293;3 272;3 271;3 321;3 321;3 321;3 321;3 453;3 453;3 563;3 453;3 453;3 453;3 171;3 453;3 255;3 255;3 255;3 255;3 255;3 255;3 255;3 255;3 255;3 255;3 255;3 654;3 505;3 453;3 256;3 453;3 453;3 453;3 379;3 394;3 166;3 379;3 379;3 379;3 437;3 379;3 379
1840;3 439;3 567;3 398;3 312;3 404;3 260;3 598;3 443;3 376;3 987;3 582;3 436;3 683;3 104;3 485;3 790;3 582;3 956;3 582;3 510;3 442;3 136;3 011;3 308;3 308;3 276;3 275;3 326;3 326;3 326;3 326;3 458;3 458;3 568;3 458;3 458;3 458;3 175;3 458;3 260;3 260;3 260;3 260;3 260;3 260;3 260;3 260;3 260;3 260;3 260;3 659;3 510;3 458;3 261;3 458;3 458;3 458;3 384;3 399;3 171;3 384;3 384;3 384;3 442;3 384;3 384
1841;3 443;3 568;3 414;3 317;3 409;3 265;3 603;3 448;3 380;3 987;3 582;3 436;3 683;3 099;3 485;3 790;3 582;3 956;3 582;3 515;3 459;3 150;3 024;3 323;3 323;3 281;3 280;3 331;3 331;3 331;3 331;3 463;3 463;3 573;3 463;3 463;3 463;3 180;3 463;3 265;3 265;3 265;3 265;3 265;3 265;3 265;3 265;3 265;3 265;3 265;3 664;3 515;3 463;3 266;3 463;3 463;3 463;3 389;3 404;3 175;3 389;3 389;3 389;3 447;3 389;3 389
1842;3 448;3 568;3 431;3 321;3 414;3 269;3 609;3 453;3 385;3 987;3 582;3 436;3 683;3 094;3 485;3 790;3 582;3 956;3 582;3 520;3 476;3 164;3 038;3 338;3 338;3 286;3 285;3 335;3 335;3 335;3 335;3 468;3 468;3 579;3 468;3 468;3 468;3 185;3 468;3 269;3 269;3 269;3 269;3 269;3 269;3 269;3 269;3 269;3 269;3 269;3 669;3 520;3 468;3 270;3 468;3 468;3 468;3 394;3 409;3 180;3 394;3 394;3 394;3 452;3 394;3 394
1843;3 452;3 569;3 448;3 326;3 419;3 274;3 614;3 458;3 390;3 987;3 582;3 436;3 683;3 089;3 485;3 790;3 582;3 956;3 582;3 525;3 493;3 178;3 051;3 353;3 353;3 291;3 289;3 340;3 340;3 340;3 340;3 473;3 473;3 584;3 473;3 473;3 473;3 189;3 473;3 274;3 274;3 274;3 274;3 274;3 274;3 274;3 274;3 274;3 274;3 274;3 675;3 525;3 473;3 275;3 473;3 473;3 473;3 399;3 413;3 184;3 399;3 399;3 399;3 457;3 399;3 399
