Data Figure 2.15b: Data series on regional composition of personal wealth (World Top 0.001%);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Platform Paper: Botheetal2026AppendixDistribution.xlsx sheet K6g;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/North Africa;Subsaharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE   ;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1843;6,0%;4,7%;0,2%;0,1%;0,1%;0,1%;0,0%;0,7%;0,0%;0,4%;0,0%;0,3%;0,1%;2,1%;0,7%;0,5%;0,0%;;0,4%;0,2%;0,2%;;0,0%;0,0%;;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;;;0,0%;;;0,0%;;;0,0%;;;;0,6%;0,2%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1844;6,0%;4,7%;0,2%;0,1%;0,1%;0,1%;0,0%;0,7%;0,0%;0,4%;0,0%;0,2%;0,1%;2,1%;0,7%;0,5%;0,0%;;0,4%;0,2%;0,2%;;0,0%;0,0%;;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;;;0,0%;;;0,0%;;;0,0%;;;;0,6%;0,2%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1845;6,0%;4,7%;0,3%;0,0%;0,2%;0,1%;0,0%;0,7%;0,0%;0,4%;0,0%;0,3%;0,1%;2,1%;0,7%;0,4%;0,0%;;0,4%;0,2%;0,3%;;0,0%;0,0%;;0,0%;;0,0%;0,0%;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;;;0,0%;;;0,0%;;;0,0%;;;;0,5%;0,2%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1846;5,9%;4,6%;0,3%;0,0%;0,2%;0,1%;0,0%;0,7%;0,0%;0,4%;0,0%;0,3%;0,1%;2,0%;0,7%;0,4%;0,0%;;0,4%;0,2%;0,3%;;0,0%;0,0%;;0,0%;;0,0%;0,0%;0,0%;;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;0,0%;;;0,0%;;;0,0%;;;;0,5%;0,2%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1847;5,9%;4,6%;0,4%;0,1%;0,2%;0,1%;0,0%;0,5%;0,0%;0,4%;0,0%;0,3%;0,2%;2,0%;0,7%;0,4%;0,0%;;0,4%;0,2%;0,4%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;;;;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;0,0%;;;0,0%;;;;;;;0,4%;0,2%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1848;6,0%;4,7%;0,5%;0,1%;0,2%;0,1%;0,0%;0,6%;0,0%;0,5%;0,0%;0,3%;0,1%;2,1%;0,7%;0,4%;0,0%;;0,4%;0,2%;0,5%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;;;;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;0,0%;;;0,0%;;;;;;;0,5%;0,2%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1849;6,1%;4,7%;0,5%;0,1%;0,2%;0,1%;0,0%;0,6%;0,0%;0,5%;0,0%;0,3%;0,1%;2,2%;0,7%;0,4%;0,0%;;0,4%;0,2%;0,5%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;;;;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;0,0%;;;0,0%;;;;;;;0,4%;0,2%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1850;6,2%;4,8%;0,5%;0,1%;0,2%;0,1%;0,0%;0,6%;0,0%;0,5%;0,0%;0,3%;0,1%;2,3%;0,6%;0,4%;0,0%;;0,4%;0,2%;0,5%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;0,0%;;;0,0%;;;;;;;0,5%;0,2%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1851;6,3%;4,8%;0,5%;0,1%;0,2%;0,0%;0,0%;0,6%;0,0%;0,5%;0,0%;0,3%;0,1%;2,3%;0,6%;0,4%;0,0%;;0,4%;0,2%;0,5%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;0,0%;;;;;;0,0%;;;;0,5%;0,2%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1852;6,2%;4,7%;0,5%;0,1%;0,2%;0,0%;0,0%;0,6%;0,0%;0,4%;0,0%;0,3%;0,1%;2,2%;0,6%;0,4%;0,0%;;0,4%;0,2%;0,5%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;0,0%;;;;;;0,0%;;;;0,5%;0,1%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1853;6,1%;4,6%;0,6%;0,1%;0,2%;0,0%;0,0%;0,6%;0,0%;0,4%;0,0%;0,3%;0,1%;2,1%;0,6%;0,4%;0,1%;;0,3%;0,2%;0,5%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,5%;0,2%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1854;6,0%;4,5%;0,7%;0,0%;0,2%;0,0%;0,0%;0,6%;0,0%;0,5%;0,0%;0,3%;0,1%;2,0%;0,6%;0,4%;0,1%;;0,3%;0,2%;0,6%;;0,0%;0,0%;;0,0%;;0,0%;0,0%;0,0%;;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,4%;0,1%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1855;6,0%;4,1%;0,7%;0,1%;0,2%;0,0%;0,0%;1,0%;0,0%;0,4%;0,0%;0,3%;0,2%;1,5%;0,6%;0,4%;0,1%;;0,3%;0,2%;0,7%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,8%;0,1%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1856;6,0%;4,1%;0,6%;0,1%;0,2%;0,0%;0,0%;1,0%;0,0%;0,5%;0,0%;0,3%;0,2%;1,5%;0,6%;0,4%;0,1%;;0,3%;0,2%;0,6%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;;;;;0,9%;0,1%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1857;6,0%;4,1%;0,6%;0,1%;0,2%;0,0%;0,0%;1,0%;0,0%;0,5%;0,0%;0,3%;0,2%;1,5%;0,6%;0,4%;0,0%;;0,3%;0,2%;0,6%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,9%;0,1%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1858;6,0%;4,1%;0,6%;0,1%;0,2%;0,0%;0,0%;1,0%;0,0%;0,5%;0,0%;0,3%;0,2%;1,4%;0,6%;0,4%;0,1%;;0,3%;0,2%;0,6%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;;;;;0,9%;0,2%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1859;6,0%;4,1%;0,6%;0,1%;0,2%;0,0%;0,0%;1,0%;0,0%;0,5%;0,0%;0,3%;0,2%;1,5%;0,6%;0,4%;0,1%;;0,3%;0,2%;0,6%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,9%;0,2%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1860;6,0%;4,2%;0,5%;0,1%;0,2%;0,0%;0,0%;1,0%;0,0%;0,6%;0,0%;0,3%;0,2%;1,5%;0,6%;0,4%;0,1%;;0,3%;0,2%;0,5%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,9%;0,1%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1861;6,1%;4,3%;0,5%;0,1%;0,2%;0,0%;0,0%;1,0%;0,0%;0,5%;0,0%;0,3%;0,2%;1,7%;0,6%;0,4%;0,1%;;0,3%;0,2%;0,5%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;;;;;0,9%;0,1%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1862;6,1%;4,3%;0,5%;0,1%;0,2%;0,0%;0,0%;1,0%;0,0%;0,6%;0,0%;0,3%;0,2%;1,6%;0,6%;0,4%;0,1%;;0,4%;0,2%;0,5%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;;;;;0,9%;0,1%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1863;6,1%;4,3%;0,6%;0,1%;0,2%;0,0%;0,0%;1,0%;0,0%;0,6%;0,0%;0,3%;0,2%;1,5%;0,6%;0,4%;0,1%;;0,4%;0,2%;0,6%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;;;;;;;;;;;;;0,8%;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1864;6,2%;4,3%;0,7%;0,0%;0,2%;0,0%;0,0%;1,0%;0,0%;0,6%;0,0%;0,3%;0,2%;1,6%;0,6%;0,4%;0,1%;;0,3%;0,2%;0,6%;;0,0%;0,0%;;0,0%;;0,0%;0,0%;0,0%;;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,8%;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1865;6,2%;4,4%;0,7%;0,1%;0,2%;0,0%;0,0%;0,9%;0,0%;0,6%;0,0%;0,2%;0,2%;1,6%;0,7%;0,4%;0,1%;;0,4%;0,2%;0,6%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;;;;;0,8%;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1866;6,2%;4,3%;0,7%;0,1%;0,2%;0,0%;0,0%;0,9%;0,0%;0,6%;0,0%;0,3%;0,2%;1,7%;0,6%;0,4%;0,1%;;0,4%;0,2%;0,6%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;;;;;0,7%;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1867;6,3%;4,9%;0,6%;0,1%;0,2%;0,0%;0,0%;0,5%;0,0%;0,5%;0,0%;0,3%;0,1%;2,4%;0,6%;0,4%;0,1%;;0,4%;0,2%;0,6%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;;;;;;;;;;;;;0,4%;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1868;6,3%;4,7%;0,4%;0,1%;0,2%;0,0%;0,0%;0,9%;0,0%;0,6%;0,0%;0,2%;0,1%;2,0%;0,6%;0,4%;0,1%;;0,4%;0,2%;0,4%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;;;;;;;;;;;;;0,7%;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1869;6,3%;4,5%;0,5%;0,1%;0,2%;0,0%;0,0%;0,9%;0,0%;0,6%;0,0%;0,2%;0,1%;1,8%;0,7%;0,4%;0,1%;;0,4%;0,2%;0,5%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;;;;;0,7%;0,1%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1870;6,3%;4,6%;0,4%;0,1%;0,2%;0,0%;0,0%;0,9%;0,0%;0,6%;0,0%;0,3%;0,1%;1,8%;0,7%;0,5%;0,1%;;0,4%;0,2%;0,4%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,7%;0,1%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1871;6,3%;4,6%;0,4%;0,1%;0,2%;0,0%;0,0%;0,9%;0,0%;0,6%;0,0%;0,3%;0,1%;1,8%;0,7%;0,4%;0,1%;;0,4%;0,2%;0,4%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,8%;0,1%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1872;6,2%;4,5%;0,5%;0,1%;0,2%;0,0%;0,0%;0,9%;0,0%;0,6%;0,0%;0,3%;0,1%;1,7%;0,6%;0,4%;0,1%;;0,4%;0,2%;0,5%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,7%;0,1%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1873;6,2%;4,5%;0,5%;0,1%;0,2%;0,0%;0,0%;0,9%;0,0%;0,6%;0,0%;0,3%;0,1%;1,7%;0,6%;0,4%;0,1%;;0,4%;0,2%;0,5%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,7%;0,1%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1874;6,2%;4,6%;0,4%;0,1%;0,2%;0,0%;0,0%;0,9%;0,0%;0,6%;0,0%;0,3%;0,1%;1,9%;0,6%;0,4%;0,1%;;0,4%;0,2%;0,4%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,7%;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1875;6,3%;4,7%;0,4%;0,1%;0,2%;0,0%;0,0%;0,9%;0,0%;0,6%;0,0%;0,3%;0,1%;1,8%;0,6%;0,4%;0,1%;;0,4%;0,2%;0,4%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,7%;0,1%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1876;6,3%;4,6%;0,4%;0,1%;0,2%;0,0%;0,0%;0,9%;0,0%;0,6%;0,0%;0,4%;0,1%;1,8%;0,6%;0,5%;0,1%;;0,4%;0,2%;0,4%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,7%;0,2%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1877;6,2%;4,6%;0,4%;0,1%;0,2%;0,0%;0,0%;0,9%;0,0%;0,6%;0,0%;0,4%;0,1%;1,7%;0,6%;0,4%;0,1%;;0,4%;0,2%;0,4%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,7%;0,2%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1878;6,3%;4,6%;0,4%;0,1%;0,2%;0,0%;0,0%;0,9%;0,0%;0,7%;0,0%;0,4%;0,1%;1,8%;0,6%;0,4%;0,1%;;0,4%;0,2%;0,4%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,7%;0,2%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1879;6,2%;4,5%;0,6%;0,1%;0,2%;0,0%;0,0%;0,8%;0,0%;0,7%;0,0%;0,4%;0,1%;1,6%;0,6%;0,4%;0,1%;;0,4%;0,2%;0,5%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,7%;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1880;6,3%;4,6%;0,5%;0,1%;0,2%;0,0%;0,0%;0,8%;0,0%;0,6%;0,0%;0,4%;0,1%;1,8%;0,6%;0,4%;0,1%;;0,4%;0,2%;0,5%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,7%;0,1%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1881;6,1%;4,5%;0,6%;0,1%;0,2%;0,0%;0,0%;0,8%;0,0%;0,7%;0,0%;0,4%;0,1%;1,6%;0,7%;0,4%;0,1%;;0,4%;0,2%;0,6%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,6%;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1882;6,2%;4,5%;0,6%;0,1%;0,2%;0,0%;0,0%;0,7%;0,0%;0,7%;0,0%;0,4%;0,2%;1,5%;0,7%;0,4%;0,1%;;0,4%;0,2%;0,6%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,6%;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1883;6,3%;4,6%;0,7%;0,1%;0,2%;0,0%;0,0%;0,7%;0,0%;0,7%;0,0%;0,4%;0,1%;1,6%;0,7%;0,5%;0,1%;;0,4%;0,2%;0,6%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;;;;;0,6%;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1884;6,3%;4,6%;0,6%;0,1%;0,2%;0,0%;0,0%;0,7%;0,0%;0,7%;0,0%;0,4%;0,2%;1,5%;0,7%;0,5%;0,1%;;0,4%;0,2%;0,6%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;;;;;0,6%;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1885;6,4%;4,8%;0,6%;0,1%;0,2%;0,0%;0,0%;0,6%;0,0%;0,8%;0,0%;0,4%;0,2%;1,5%;0,8%;0,5%;0,1%;;0,4%;0,2%;0,6%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;;;;;0,5%;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1886;6,4%;4,9%;0,7%;0,2%;0,2%;0,0%;0,0%;0,5%;0,0%;0,8%;0,0%;0,4%;0,2%;1,4%;0,9%;0,5%;0,1%;;0,4%;0,2%;0,6%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;;;;;0,4%;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1887;6,3%;4,8%;0,7%;0,1%;0,2%;0,0%;0,0%;0,5%;0,0%;0,8%;0,0%;0,3%;0,2%;1,4%;0,8%;0,5%;0,1%;0,0%;0,4%;0,2%;0,7%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,3%;0,1%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
