Data Figure 2.6: Data series on average health expenditures (public + private) per capital (2025 Euro PPP);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Platform Paper: Botheetal2026AppendixMacro.xlsx Sheet G3c;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/ North Africa;Sub-Saharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI;
2083;10 849;13 396;13 763;10 723;10 645;9 662;11 465;10 715;11 084;13 394;14 645;13 155;13 536;13 298;13 304;14 429;15 620;13 797;13 699;12 764;14 112;13 473;13 200;12 709;9 007;11 587;10 834;11 484;11 071;10 918;10 200;13 131;10 205;10 713;10 421;9 850;12 147;12 055;10 062;8 249;10 508;9 765;10 440;9 278;8 841;10 360;9 686;8 271;11 579;9 724;12 052;11 041;10 358;13 148;13 248;13 720;10 204;11 147;11 023;11 616;10 482;10 361;11 252;12 120;11 511;11 790;
2084;11 027;13 457;13 797;10 912;10 842;9 892;11 627;10 905;11 256;13 457;14 640;13 227;13 583;13 362;13 367;14 443;15 604;13 838;13 743;12 857;14 125;13 537;13 276;12 803;9 280;11 741;11 020;11 643;11 245;11 099;10 411;13 233;10 418;10 905;10 629;10 074;12 284;12 183;10 285;8 528;10 706;9 993;10 641;9 524;9 101;10 569;9 917;8 552;11 733;9 954;12 185;11 224;10 562;13 224;13 309;13 762;10 434;11 318;11 197;11 764;10 678;10 568;11 419;12 243;11 656;11 933;
2085;11 209;13 517;13 831;11 104;11 041;10 127;11 790;11 097;11 431;13 519;14 636;13 298;13 630;13 425;13 430;14 456;15 587;13 878;13 786;12 951;14 138;13 600;13 352;12 896;9 561;11 898;11 208;11 803;11 421;11 282;10 626;13 333;10 635;11 099;10 841;10 303;12 420;12 310;10 513;8 816;10 906;10 225;10 846;9 775;9 369;10 781;10 154;8 843;11 888;10 189;12 318;11 409;10 770;13 300;13 371;13 806;10 669;11 491;11 375;11 913;10 877;10 779;11 588;12 366;11 803;12 079;
2086;11 395;13 577;13 864;11 298;11 244;10 368;11 956;11 294;11 608;13 581;14 631;13 370;13 677;13 488;13 493;14 470;15 568;13 918;13 830;13 044;14 150;13 663;13 427;12 988;9 850;12 056;11 397;11 965;11 599;11 468;10 844;13 432;10 857;11 296;11 057;10 537;12 558;12 438;10 745;9 113;11 111;10 463;11 055;10 033;9 643;10 996;10 396;9 142;12 043;10 429;12 453;11 596;10 981;13 376;13 433;13 851;10 909;11 666;11 555;12 063;11 080;10 992;11 759;12 491;11 953;12 226;
2087;11 584;13 637;13 898;11 496;11 450;10 615;12 123;11 493;11 787;13 643;14 626;13 441;13 723;13 552;13 556;14 482;15 548;13 957;13 874;13 137;14 162;13 725;13 502;13 081;10 146;12 215;11 590;12 127;11 779;11 656;11 067;13 533;11 083;11 495;11 277;10 776;12 695;12 568;10 982;9 420;11 319;10 706;11 268;10 298;9 926;11 215;10 643;9 453;12 201;10 675;12 588;11 786;11 196;13 453;13 496;13 897;11 154;11 844;11 737;12 216;11 287;11 210;11 931;12 617;12 105;12 374;
2088;11 777;13 697;13 931;11 696;11 660;10 868;12 292;11 696;11 969;13 706;14 622;13 512;13 769;13 616;13 618;14 494;15 526;13 996;13 917;13 231;14 173;13 787;13 576;13 172;10 449;12 376;11 784;12 291;11 962;11 846;11 295;13 633;11 314;11 698;11 501;11 020;12 833;12 698;11 224;9 736;11 530;10 955;11 485;10 570;10 217;11 438;10 896;9 773;12 360;10 926;12 725;11 978;11 416;13 529;13 560;13 943;11 404;12 024;11 921;12 371;11 498;11 431;12 107;12 744;12 261;12 524;
2089;11 973;13 757;13 964;11 899;11 874;11 126;12 462;11 902;12 153;13 769;14 617;13 583;13 815;13 679;13 681;14 506;15 506;14 036;13 960;13 326;14 183;13 848;13 648;13 264;10 761;12 539;11 980;12 456;12 147;12 038;11 526;13 733;11 549;11 904;11 728;11 270;12 972;12 829;11 472;10 063;11 746;11 209;11 706;10 848;10 516;11 664;11 155;10 104;12 522;11 182;12 862;12 174;11 639;13 606;13 624;13 990;11 661;12 207;12 108;12 527;11 712;11 655;12 284;12 873;12 419;12 677;
2090;12 173;13 817;13 996;12 106;12 092;11 391;12 635;12 112;12 341;13 831;14 612;13 654;13 860;13 742;13 743;14 518;15 482;14 075;14 004;13 421;14 192;13 908;13 720;13 354;11 082;12 703;12 179;12 621;12 334;12 233;11 762;13 834;11 789;12 113;11 960;11 524;13 111;12 960;11 723;10 401;11 965;11 469;11 930;11 134;10 824;11 894;11 420;10 447;12 685;11 445;13 000;12 371;11 867;13 683;13 689;14 039;11 922;12 392;12 297;12 686;11 930;11 882;12 463;13 003;12 579;12 832;
2091;12 377;13 876;14 027;12 315;12 312;11 663;12 810;12 326;12 531;13 894;14 608;13 724;13 905;13 805;13 806;14 529;15 458;14 114;14 047;13 515;14 200;13 967;13 791;13 444;11 412;12 868;12 380;12 788;12 524;12 430;12 002;13 936;12 034;12 324;12 197;11 785;13 249;13 092;11 980;10 749;12 188;11 735;12 159;11 427;11 141;12 128;11 690;10 800;12 849;11 713;13 139;12 572;12 098;13 760;13 755;14 088;12 190;12 579;12 490;12 846;12 152;12 114;12 644;13 134;12 743;12 988;
2092;12 585;13 935;14 059;12 527;12 537;11 941;12 986;12 543;12 723;13 957;14 604;13 794;13 950;13 868;13 868;14 540;15 434;14 153;14 091;13 610;14 209;14 026;13 860;13 533;11 750;13 035;12 584;12 956;12 716;12 630;12 246;14 036;12 284;12 538;12 438;12 051;13 388;13 225;12 242;11 109;12 415;12 007;12 392;11 727;11 467;12 366;11 967;11 165;13 015;11 987;13 278;12 776;12 335;13 837;13 822;14 139;12 464;12 768;12 684;13 008;12 378;12 349;12 828;13 267;12 909;13 145;
2093;12 797;13 995;14 090;12 743;12 766;12 226;13 165;12 764;12 918;14 021;14 599;13 864;13 995;13 931;13 930;14 551;15 409;14 193;14 134;13 706;14 215;14 084;13 929;13 621;12 098;13 204;12 792;13 126;12 910;12 833;12 495;14 138;12 539;12 755;12 683;12 323;13 528;13 359;12 509;11 480;12 647;12 286;12 629;12 035;11 802;12 608;12 251;11 543;13 183;12 268;13 418;12 982;12 575;13 914;13 889;14 190;12 743;12 961;12 881;13 173;12 608;12 588;13 014;13 401;13 079;13 305;
2094;13 013;14 054;14 121;12 964;12 999;12 518;13 345;12 988;13 116;14 085;14 596;13 933;14 039;13 994;13 992;14 562;15 382;14 232;14 178;13 802;14 221;14 141;13 997;13 709;12 454;13 376;13 003;13 297;13 107;13 040;12 749;14 240;12 800;12 976;12 932;12 601;13 667;13 493;12 782;11 864;12 882;12 570;12 870;12 352;12 147;12 854;12 541;11 933;13 353;12 555;13 557;13 191;12 820;13 991;13 958;14 243;13 028;13 156;13 081;13 339;12 843;12 830;13 203;13 537;13 252;13 467;
2095;13 233;14 113;14 151;13 187;13 235;12 817;13 527;13 216;13 317;14 149;14 592;14 003;14 083;14 057;14 055;14 572;15 355;14 271;14 221;13 898;14 226;14 198;14 065;13 796;12 821;13 549;13 218;13 470;13 307;13 250;13 007;14 342;13 065;13 199;13 187;12 885;13 807;13 628;13 059;12 260;13 122;12 861;13 116;12 676;12 502;13 104;12 837;12 337;13 524;12 848;13 697;13 403;13 070;14 069;14 028;14 296;13 320;13 353;13 285;13 507;13 082;13 076;13 393;13 675;13 427;13 629;
2096;13 457;14 172;14 181;13 415;13 475;13 124;13 710;13 449;13 521;14 213;14 589;14 072;14 127;14 120;14 117;14 583;15 326;14 310;14 265;13 994;14 230;14 254;14 131;13 883;13 198;13 724;13 436;13 646;13 510;13 463;13 270;14 445;13 337;13 426;13 446;13 175;13 947;13 763;13 342;12 668;13 366;13 159;13 366;13 009;12 867;13 358;13 140;12 754;13 698;13 148;13 839;13 617;13 324;14 148;14 098;14 351;13 620;13 553;13 490;13 678;13 325;13 326;13 586;13 815;13 606;13 793;
2097;13 686;14 232;14 210;13 645;13 719;13 438;13 897;13 685;13 727;14 278;14 586;14 141;14 171;14 183;14 179;14 593;15 297;14 349;14 309;14 091;14 234;14 310;14 197;13 969;13 585;13 899;13 655;13 824;13 715;13 679;13 538;14 549;13 614;13 655;13 710;13 472;14 086;13 900;13 631;13 090;13 614;13 464;13 621;13 351;13 243;13 617;13 451;13 185;13 873;13 455;13 981;13 835;13 583;14 227;14 170;14 407;13 926;13 755;13 699;13 850;13 572;13 580;13 781;13 956;13 788;13 959;
2098;13 920;14 291;14 239;13 878;13 967;13 760;14 085;13 925;13 937;14 343;14 584;14 210;14 215;14 246;14 242;14 604;15 267;14 389;14 353;14 189;14 237;14 365;14 261;14 054;13 982;14 075;13 876;14 003;13 923;13 897;13 811;14 653;13 897;13 888;13 980;13 776;14 226;14 036;13 925;13 526;13 867;13 776;13 881;13 702;13 630;13 879;13 768;13 630;14 050;13 769;14 125;14 056;13 848;14 307;14 243;14 465;14 238;13 960;13 911;14 024;13 825;13 838;13 978;14 099;13 974;14 127;
2099;14 157;14 351;14 268;14 115;14 220;14 089;14 275;14 170;14 149;14 408;14 583;14 279;14 258;14 309;14 305;14 616;15 237;14 429;14 398;14 287;14 239;14 420;14 326;14 139;14 391;14 254;14 101;14 183;14 134;14 118;14 089;14 758;14 185;14 123;14 255;14 086;14 365;14 174;14 224;13 976;14 126;14 096;14 146;14 062;14 028;14 147;14 093;14 091;14 230;14 090;14 268;14 280;14 117;14 387;14 317;14 523;14 555;14 168;14 125;14 201;14 082;14 100;14 178;14 243;14 163;14 296;
2100;14 400;14 401;14 401;14 399;14 399;14 400;14 400;14 398;14 400;14 401;14 401;14 401;14 401;14 401;14 401;14 401;14 401;14 401;14 401;14 401;14 401;14 401;14 401;14 401;14 397;14 399;14 399;14 400;14 400;14 398;14 399;14 401;14 400;14 399;14 400;14 399;14 401;14 401;14 398;14 400;14 401;14 401;14 401;14 401;14 400;14 401;14 401;14 401;14 400;14 400;14 400;14 400;14 397;14 401;14 401;14 401;14 396;14 401;14 400;14 401;14 401;14 401;14 400;14 400;14 401;14 400;
