Data Figure 2.15a: Data series on regional composition of  personal wealth  (World Bottom 50%);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Platform Paper: Botheetal2026AppendixDistribution.xlsx sheet K6b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/North Africa;Subsaharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE   ;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;1,6%;-0,2%;-0,1%;0,1%;0,1%;0,4%;0,1%;0,2%;1,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;-0,1%;0,0%;-0,0%;-0,0%;-0,0%;-0,1%;-0,1%;;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,2%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,7%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;1,7%;-0,2%;-0,1%;0,2%;0,1%;0,4%;0,1%;0,2%;1,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,1%;0,0%;-0,0%;-0,0%;-0,0%;-0,1%;-0,1%;;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,3%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,7%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023;1,7%;-0,2%;-0,1%;0,2%;0,1%;0,5%;0,1%;0,2%;1,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,1%;0,0%;-0,0%;-0,0%;-0,0%;-0,1%;-0,1%;;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,2%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,7%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024;1,7%;-0,2%;-0,1%;0,2%;0,1%;0,5%;0,1%;0,2%;1,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;-0,0%;-0,1%;-0,1%;;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,2%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,6%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025;1,7%;-0,2%;-0,1%;0,2%;0,1%;0,5%;0,1%;0,2%;1,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;-0,0%;-0,1%;-0,1%;;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,2%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,7%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2026;1,8%;-0,2%;-0,1%;0,2%;0,1%;0,5%;0,1%;0,2%;1,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;-0,0%;-0,1%;-0,1%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,1%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,2%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,7%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2027;2,0%;-0,2%;-0,1%;0,2%;0,1%;0,5%;0,1%;0,2%;1,1%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;-0,0%;-0,1%;-0,1%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,1%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,3%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,7%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2028;2,2%;-0,1%;-0,0%;0,2%;0,2%;0,6%;0,1%;0,3%;1,1%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;-0,0%;-0,1%;-0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,1%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,3%;-0,0%;0,0%;-0,0%;0,0%;0,1%;0,7%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2029;2,5%;-0,1%;-0,0%;0,2%;0,2%;0,7%;0,1%;0,3%;1,2%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;-0,0%;-0,1%;-0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,1%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,3%;0,0%;0,0%;0,3%;-0,0%;0,0%;-0,0%;0,0%;0,1%;0,8%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2030;2,8%;-0,1%;-0,0%;0,3%;0,2%;0,7%;0,1%;0,3%;1,3%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;-0,0%;-0,1%;-0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,1%;0,1%;-0,0%;0,0%;0,1%;0,0%;0,0%;-0,0%;0,0%;0,1%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,3%;0,0%;0,1%;0,3%;-0,0%;0,0%;-0,0%;0,0%;0,1%;0,8%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2031;3,2%;-0,1%;-0,0%;0,3%;0,2%;0,8%;0,1%;0,4%;1,5%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,1%;0,1%;-0,0%;0,0%;0,1%;0,0%;0,0%;-0,0%;0,0%;0,1%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,0%;0,3%;0,0%;0,1%;0,4%;-0,0%;0,0%;-0,0%;0,0%;0,1%;0,9%;0,1%;0,0%;0,2%;0,1%;0,0%;0,0%;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2032;3,5%;-0,1%;-0,0%;0,3%;0,3%;0,9%;0,1%;0,4%;1,6%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,1%;0,1%;-0,0%;0,0%;0,1%;0,0%;0,0%;-0,0%;0,0%;0,1%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,0%;0,4%;0,0%;0,1%;0,4%;-0,0%;0,0%;-0,0%;0,0%;0,1%;1,0%;0,1%;0,0%;0,2%;0,1%;0,0%;0,0%;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2033;3,9%;-0,0%;0,0%;0,4%;0,3%;1,0%;0,1%;0,5%;1,7%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,1%;0,1%;-0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,0%;0,4%;0,1%;0,1%;0,4%;-0,0%;0,0%;-0,0%;0,0%;0,1%;1,0%;0,1%;0,0%;0,2%;0,1%;0,0%;0,0%;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2034;4,4%;-0,0%;0,0%;0,4%;0,4%;1,1%;0,1%;0,5%;1,9%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;-0,0%;-0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,1%;0,1%;0,0%;0,0%;0,2%;0,0%;0,0%;0,0%;0,4%;0,1%;0,1%;0,5%;0,0%;0,0%;-0,0%;0,0%;0,1%;1,1%;0,2%;0,0%;0,2%;0,1%;0,0%;0,0%;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2035;4,9%;-0,0%;0,0%;0,4%;0,4%;1,2%;0,1%;0,6%;2,1%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;-0,0%;-0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,1%;0,1%;0,0%;0,0%;0,2%;0,0%;0,0%;0,1%;0,5%;0,1%;0,1%;0,5%;0,0%;0,0%;-0,0%;0,0%;0,1%;1,2%;0,2%;0,0%;0,2%;0,1%;0,0%;0,1%;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2036;5,4%;0,0%;0,0%;0,5%;0,4%;1,3%;0,2%;0,7%;2,3%;0,0%;;0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;-0,0%;-0,0%;0,0%;;-0,0%;-0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,1%;0,2%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,2%;0,1%;0,0%;0,2%;0,1%;0,0%;0,0%;0,3%;0,0%;0,1%;0,1%;0,6%;0,1%;0,1%;0,6%;0,0%;0,0%;-0,0%;0,0%;0,1%;1,4%;0,2%;0,0%;0,3%;0,1%;0,0%;0,1%;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2037;6,0%;0,0%;0,0%;0,5%;0,5%;1,5%;0,2%;0,7%;2,5%;0,0%;;0,0%;0,0%;0,0%;-0,0%;;-0,0%;-0,0%;-0,0%;-0,0%;0,0%;;-0,0%;-0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,1%;0,2%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,2%;0,1%;0,0%;0,2%;0,1%;0,0%;0,0%;0,3%;0,0%;0,1%;0,1%;0,6%;0,1%;0,1%;0,7%;0,0%;0,0%;-0,0%;0,0%;0,1%;1,5%;0,2%;0,0%;0,3%;0,1%;0,0%;0,1%;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2038;6,7%;0,0%;0,1%;0,6%;0,6%;1,7%;0,2%;0,8%;2,8%;0,0%;;0,0%;0,0%;0,0%;-0,0%;;-0,0%;-0,0%;-0,0%;-0,0%;0,1%;;-0,0%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,1%;0,2%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,2%;0,1%;0,0%;0,2%;0,1%;0,0%;0,0%;0,3%;0,0%;0,1%;0,1%;0,7%;0,1%;0,1%;0,7%;0,0%;0,0%;-0,0%;0,0%;0,2%;1,6%;0,2%;0,1%;0,3%;0,1%;0,0%;0,1%;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2039;7,4%;0,0%;0,1%;0,6%;0,6%;1,9%;0,2%;0,9%;3,0%;0,0%;;0,0%;0,0%;0,0%;-0,0%;;-0,0%;-0,0%;-0,0%;0,0%;0,1%;;0,0%;0,0%;0,0%;0,0%;0,2%;0,0%;0,1%;0,1%;0,2%;0,0%;0,1%;0,2%;0,1%;0,0%;0,0%;0,0%;0,2%;0,1%;0,0%;0,2%;0,1%;0,0%;0,0%;0,3%;0,0%;0,1%;0,1%;0,8%;0,1%;0,1%;0,8%;0,0%;0,0%;-0,0%;0,0%;0,2%;1,8%;0,3%;0,1%;0,3%;0,1%;0,0%;0,1%;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2040;8,2%;0,0%;0,1%;0,7%;0,7%;2,1%;0,2%;1,0%;3,3%;0,0%;;0,0%;;0,0%;-0,0%;;-0,0%;-0,0%;-0,0%;0,0%;0,1%;;0,0%;0,0%;0,0%;0,0%;0,2%;0,0%;0,1%;0,1%;0,2%;0,0%;0,1%;0,2%;0,1%;0,0%;0,0%;0,0%;0,2%;0,2%;0,1%;0,2%;0,1%;0,0%;0,0%;0,4%;0,0%;0,1%;0,1%;0,9%;0,1%;0,1%;0,9%;0,0%;0,0%;-0,0%;0,0%;0,2%;1,9%;0,3%;0,1%;0,4%;0,1%;0,1%;0,1%;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2041;9,0%;0,0%;0,1%;0,8%;0,8%;2,3%;0,3%;1,1%;3,6%;0,0%;;0,0%;;0,0%;-0,0%;;-0,0%;-0,0%;-0,0%;0,0%;0,1%;;0,0%;0,0%;0,0%;0,0%;0,3%;0,0%;0,1%;0,2%;0,2%;0,0%;0,1%;0,2%;0,1%;0,0%;0,0%;0,0%;0,3%;0,2%;0,1%;0,3%;0,1%;0,0%;0,1%;0,4%;0,0%;0,1%;0,1%;1,0%;0,1%;0,2%;1,0%;0,0%;0,0%;-0,0%;0,0%;0,2%;2,1%;0,3%;0,1%;0,4%;0,1%;0,1%;0,1%;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2042;9,8%;0,1%;0,1%;0,9%;0,8%;2,5%;0,3%;1,2%;3,9%;0,0%;;0,0%;;0,0%;-0,0%;;-0,0%;-0,0%;-0,0%;0,0%;0,1%;;0,0%;0,0%;0,0%;0,0%;0,3%;0,0%;0,1%;0,2%;0,3%;0,0%;0,1%;0,2%;0,1%;0,1%;0,0%;0,1%;0,3%;0,2%;0,1%;0,3%;0,1%;0,1%;0,1%;0,4%;0,0%;0,1%;0,1%;1,1%;0,1%;0,2%;1,1%;0,0%;0,0%;-0,0%;0,0%;0,2%;2,2%;0,3%;0,1%;0,4%;0,2%;0,1%;0,1%;0,3%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2043;10,6%;0,1%;0,1%;0,9%;0,9%;2,8%;0,3%;1,3%;4,2%;0,0%;;0,0%;;0,0%;-0,0%;;-0,0%;-0,0%;-0,0%;0,0%;0,1%;;0,0%;0,0%;0,0%;0,1%;0,3%;0,0%;0,1%;0,2%;0,3%;0,0%;0,1%;0,2%;0,1%;0,1%;0,0%;0,1%;0,3%;0,2%;0,1%;0,3%;0,1%;0,1%;0,1%;0,5%;0,0%;0,1%;0,1%;1,2%;0,1%;0,2%;1,2%;0,0%;0,0%;0,0%;0,1%;0,2%;2,4%;0,4%;0,1%;0,5%;0,2%;0,1%;0,1%;0,3%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2044;11,4%;0,1%;0,1%;1,0%;1,0%;3,0%;0,3%;1,4%;4,5%;0,0%;;0,0%;;0,0%;-0,0%;;0,0%;-0,0%;-0,0%;0,0%;0,1%;;0,0%;0,0%;0,0%;0,1%;0,3%;0,0%;0,1%;0,2%;0,3%;0,0%;0,1%;0,2%;0,2%;0,1%;0,0%;0,1%;0,4%;0,3%;0,1%;0,3%;0,1%;0,1%;0,1%;0,5%;0,0%;0,1%;0,1%;1,3%;0,1%;0,2%;1,3%;0,0%;0,0%;0,0%;0,1%;0,3%;2,5%;0,4%;0,1%;0,5%;0,2%;0,1%;0,1%;0,3%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2045;12,3%;0,1%;0,2%;1,1%;1,1%;3,2%;0,3%;1,5%;4,8%;0,0%;;0,0%;;0,0%;0,0%;;0,0%;-0,0%;0,0%;0,0%;0,1%;;0,0%;0,0%;0,0%;0,1%;0,3%;0,0%;0,1%;0,2%;0,3%;0,0%;0,1%;0,3%;0,2%;0,1%;0,0%;0,1%;0,4%;0,3%;0,1%;0,3%;0,1%;0,1%;0,1%;0,5%;0,0%;0,1%;0,1%;1,4%;0,1%;0,2%;1,4%;0,0%;0,0%;0,0%;0,1%;0,3%;2,7%;0,4%;0,1%;0,6%;0,2%;0,1%;0,1%;0,3%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2046;13,1%;0,1%;0,2%;1,1%;1,1%;3,5%;0,4%;1,6%;5,1%;0,0%;;0,0%;;0,0%;0,0%;;0,0%;-0,0%;0,0%;0,1%;0,1%;;0,0%;0,0%;0,0%;0,1%;0,4%;0,0%;0,1%;0,2%;0,3%;0,0%;0,1%;0,3%;0,2%;0,1%;0,0%;0,1%;0,4%;0,3%;0,1%;0,4%;0,1%;0,1%;0,1%;0,5%;0,0%;0,2%;0,1%;1,5%;0,1%;0,2%;1,5%;0,1%;0,0%;0,0%;0,1%;0,3%;2,9%;0,4%;0,1%;0,6%;0,2%;0,1%;0,1%;0,3%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2047;14,0%;0,1%;0,2%;1,2%;1,2%;3,7%;0,4%;1,8%;5,4%;0,0%;;0,0%;;0,0%;0,0%;;0,0%;-0,0%;0,0%;0,1%;0,1%;;0,0%;0,0%;0,0%;0,1%;0,4%;0,0%;0,1%;0,3%;0,4%;0,0%;0,1%;0,3%;0,2%;0,1%;0,0%;0,1%;0,5%;0,4%;0,1%;0,4%;0,1%;0,1%;0,1%;0,6%;0,0%;0,2%;0,1%;1,7%;0,1%;0,2%;1,6%;0,1%;0,0%;0,0%;0,1%;0,3%;3,0%;0,5%;0,1%;0,7%;0,2%;0,1%;0,2%;0,4%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2048;14,8%;0,2%;0,2%;1,3%;1,3%;4,0%;0,4%;2,0%;5,6%;0,0%;;0,0%;;0,0%;0,0%;;0,0%;-0,0%;0,0%;0,1%;0,2%;;0,0%;0,0%;0,0%;0,1%;0,4%;0,0%;0,1%;0,3%;0,4%;0,0%;0,1%;0,3%;0,2%;0,1%;0,0%;0,1%;0,5%;0,4%;0,1%;0,4%;0,1%;0,1%;0,1%;0,6%;0,0%;0,2%;0,2%;1,8%;0,1%;0,3%;1,8%;0,1%;0,0%;0,0%;0,1%;0,3%;3,1%;0,5%;0,1%;0,7%;0,2%;0,1%;0,2%;0,4%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2049;15,7%;0,2%;0,2%;1,3%;1,4%;4,1%;0,4%;2,1%;5,9%;0,0%;;0,0%;;0,0%;0,0%;;0,0%;-0,0%;0,0%;0,1%;0,2%;;0,0%;0,0%;0,0%;0,1%;0,4%;0,0%;0,1%;0,3%;0,4%;0,0%;0,1%;0,3%;0,2%;0,1%;0,0%;0,1%;0,5%;0,5%;0,1%;0,4%;0,2%;0,1%;0,1%;0,6%;0,0%;0,2%;0,2%;1,8%;0,1%;0,3%;1,9%;0,1%;0,0%;0,0%;0,1%;0,3%;3,3%;0,5%;0,1%;0,7%;0,3%;0,1%;0,2%;0,4%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2050;16,6%;0,2%;0,2%;1,4%;1,5%;4,3%;0,5%;2,2%;6,2%;0,0%;;0,0%;;0,0%;0,0%;;0,0%;-0,0%;0,0%;0,1%;0,2%;;0,0%;0,0%;0,0%;0,1%;0,4%;0,0%;0,1%;0,3%;0,4%;0,0%;0,1%;0,4%;0,2%;0,1%;0,0%;0,1%;0,6%;0,5%;0,1%;0,4%;0,2%;0,1%;0,1%;0,6%;0,1%;0,2%;0,2%;2,0%;0,2%;0,3%;2,0%;0,1%;0,0%;0,0%;0,1%;0,4%;3,5%;0,5%;0,1%;0,8%;0,3%;0,1%;0,2%;0,4%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2051;17,3%;0,2%;0,2%;1,5%;1,6%;4,5%;0,5%;2,3%;6,5%;0,0%;;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,1%;0,2%;;0,0%;0,0%;0,0%;0,1%;0,5%;0,0%;0,1%;0,3%;0,5%;0,0%;0,1%;0,4%;0,2%;0,1%;0,0%;0,1%;0,6%;0,5%;0,1%;0,4%;0,2%;0,1%;0,1%;0,6%;0,1%;0,2%;0,2%;2,1%;0,2%;0,3%;2,1%;0,1%;0,0%;0,0%;0,1%;0,4%;3,6%;0,5%;0,1%;0,8%;0,3%;0,1%;0,2%;0,5%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2052;17,9%;0,2%;0,2%;1,5%;1,6%;4,7%;0,5%;2,4%;6,7%;0,0%;;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,1%;0,2%;;0,0%;0,0%;0,0%;0,1%;0,5%;0,0%;0,1%;0,3%;0,5%;0,0%;0,1%;0,4%;0,2%;0,1%;0,0%;0,1%;0,6%;0,5%;0,1%;0,4%;0,2%;0,1%;0,1%;0,6%;0,1%;0,2%;0,2%;2,2%;0,2%;0,3%;2,1%;0,1%;0,1%;0,0%;0,1%;0,4%;3,8%;0,6%;0,1%;0,8%;0,3%;0,1%;0,2%;0,5%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
