Data Figure 2.5: Data series on average education expenditures (public + private) per capital (2025 Euro PPP);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Platform Paper: Botheetal2026AppendixMacro.xlsx Sheet G3b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/ North Africa;Sub-Saharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI;
2078;5 845;7 589;7 678;5 644;5 703;5 139;6 239;5 670;5 981;7 629;8 637;7 357;7 597;7 634;7 435;8 378;9 405;8 108;7 773;7 116;7 884;7 469;7 675;7 104;4 364;6 250;5 649;6 236;5 629;5 858;5 346;7 658;5 462;5 708;5 423;5 159;6 920;6 669;5 297;4 187;5 756;5 120;5 692;4 879;4 569;5 663;5 350;4 013;6 413;5 184;6 629;5 957;5 426;7 319;7 503;7 987;5 363;6 228;5 943;6 348;5 539;5 436;6 006;6 598;6 252;6 405;
2079;5 985;7 658;7 734;5 795;5 851;5 281;6 370;5 821;6 141;7 678;8 653;7 441;7 659;7 697;7 510;8 414;9 399;8 155;7 833;7 224;7 922;7 553;7 749;7 200;4 645;6 378;5 796;6 361;5 781;6 000;5 513;7 747;5 626;5 843;5 592;5 327;7 013;6 767;5 467;4 345;5 882;5 267;5 823;5 030;4 725;5 795;5 487;4 182;6 518;5 327;6 736;6 106;5 587;7 396;7 563;8 028;5 524;6 382;6 103;6 496;5 721;5 612;6 167;6 736;6 412;6 558;
2080;6 129;7 720;7 830;5 957;5 983;5 429;6 485;5 966;6 306;7 699;8 601;7 536;7 751;7 768;7 589;8 377;9 073;8 176;7 887;7 332;8 015;7 610;7 822;7 343;4 942;6 494;5 957;6 493;5 942;6 154;5 692;7 683;5 777;5 984;5 738;5 496;7 070;6 885;5 612;4 511;6 012;5 420;5 958;5 187;4 889;5 932;5 630;4 365;6 626;5 476;6 836;6 231;5 749;7 448;7 621;8 005;5 595;6 539;6 273;6 645;5 913;5 793;6 332;6 873;6 580;6 697;
2081;6 225;7 755;7 858;6 062;6 089;5 548;6 573;6 070;6 397;7 736;8 596;7 579;7 782;7 799;7 629;8 387;9 070;8 189;7 914;7 383;8 034;7 656;7 855;7 394;5 085;6 581;6 063;6 581;6 048;6 252;5 805;7 733;5 888;6 089;5 852;5 615;7 139;6 955;5 732;4 655;6 113;5 540;6 062;5 314;5 024;6 039;5 744;4 513;6 707;5 595;6 911;6 329;5 860;7 496;7 655;8 025;5 719;6 622;6 365;6 722;6 017;5 905;6 424;6 942;6 656;6 774;
2082;6 322;7 790;7 886;6 168;6 196;5 670;6 662;6 176;6 489;7 772;8 591;7 622;7 813;7 831;7 668;8 396;9 066;8 203;7 941;7 435;8 053;7 701;7 887;7 444;5 231;6 670;6 170;6 669;6 156;6 351;5 920;7 783;6 001;6 195;5 969;5 736;7 209;7 026;5 853;4 804;6 216;5 664;6 168;5 445;5 163;6 148;5 861;4 667;6 789;5 717;6 986;6 429;5 972;7 545;7 690;8 046;5 847;6 705;6 459;6 801;6 122;6 018;6 517;7 011;6 734;6 853;
2083;6 420;7 825;7 914;6 276;6 304;5 795;6 752;6 283;6 582;7 809;8 586;7 665;7 844;7 862;7 708;8 405;9 062;8 216;7 968;7 487;8 072;7 745;7 919;7 494;5 382;6 759;6 279;6 758;6 265;6 452;6 037;7 831;6 116;6 303;6 089;5 860;7 279;7 096;5 977;4 957;6 321;5 790;6 276;5 579;5 306;6 258;5 980;4 825;6 872;5 841;7 061;6 530;6 087;7 594;7 726;8 066;5 978;6 790;6 553;6 881;6 230;6 133;6 611;7 081;6 812;6 933;
2084;6 521;7 860;7 941;6 386;6 415;5 922;6 843;6 393;6 677;7 846;8 581;7 708;7 875;7 893;7 748;8 414;9 055;8 229;7 995;7 539;8 090;7 789;7 951;7 544;5 536;6 850;6 389;6 848;6 375;6 554;6 156;7 881;6 233;6 413;6 210;5 986;7 349;7 167;6 102;5 115;6 427;5 919;6 385;5 715;5 452;6 370;6 102;4 989;6 956;5 969;7 137;6 632;6 204;7 642;7 761;8 088;6 111;6 876;6 649;6 962;6 339;6 250;6 706;7 152;6 892;7 014;
2085;6 623;7 895;7 968;6 497;6 527;6 053;6 936;6 504;6 773;7 882;8 575;7 750;7 905;7 924;7 788;8 423;9 049;8 242;8 022;7 591;8 107;7 833;7 982;7 594;5 694;6 941;6 501;6 939;6 487;6 657;6 278;7 930;6 353;6 523;6 333;6 114;7 418;7 238;6 230;5 278;6 536;6 051;6 496;5 855;5 602;6 484;6 226;5 159;7 040;6 098;7 213;6 736;6 323;7 691;7 797;8 109;6 247;6 962;6 747;7 043;6 450;6 369;6 802;7 224;6 972;7 096;
2086;6 727;7 929;7 995;6 609;6 641;6 186;7 029;6 617;6 870;7 919;8 570;7 792;7 936;7 955;7 828;8 431;9 041;8 255;8 049;7 643;8 123;7 876;8 013;7 643;5 857;7 033;6 613;7 030;6 600;6 761;6 401;7 978;6 475;6 635;6 458;6 246;7 488;7 309;6 361;5 446;6 645;6 185;6 609;5 999;5 757;6 599;6 352;5 334;7 125;6 231;7 290;6 841;6 445;7 740;7 834;8 131;6 386;7 049;6 845;7 126;6 563;6 489;6 899;7 296;7 054;7 178;
2087;6 833;7 964;8 022;6 723;6 756;6 322;7 123;6 731;6 969;7 955;8 564;7 834;7 966;7 985;7 867;8 439;9 032;8 268;8 076;7 695;8 140;7 919;8 043;7 692;6 024;7 126;6 728;7 122;6 715;6 866;6 527;8 027;6 599;6 749;6 586;6 380;7 557;7 381;6 494;5 619;6 757;6 323;6 724;6 146;5 915;6 716;6 481;5 515;7 211;6 366;7 367;6 947;6 568;7 789;7 871;8 155;6 528;7 138;6 945;7 209;6 678;6 612;6 998;7 369;7 138;7 262;
2088;6 941;7 998;8 048;6 839;6 874;6 462;7 218;6 848;7 069;7 992;8 559;7 876;7 996;8 016;7 907;8 447;9 023;8 281;8 102;7 748;8 156;7 962;8 073;7 741;6 195;7 220;6 843;7 214;6 832;6 972;6 655;8 075;6 725;6 865;6 716;6 516;7 627;7 454;6 630;5 797;6 871;6 463;6 840;6 296;6 078;6 835;6 612;5 701;7 297;6 504;7 445;7 054;6 694;7 838;7 908;8 178;6 672;7 228;7 046;7 293;6 795;6 736;7 097;7 442;7 223;7 346;
2089;7 051;8 032;8 074;6 957;6 994;6 605;7 314;6 967;7 170;8 029;8 554;7 918;8 025;8 047;7 947;8 455;9 014;8 294;8 129;7 800;8 172;8 004;8 103;7 790;6 370;7 314;6 960;7 307;6 950;7 080;6 786;8 124;6 854;6 982;6 849;6 656;7 697;7 526;6 769;5 981;6 986;6 606;6 959;6 450;6 245;6 956;6 746;5 895;7 385;6 645;7 524;7 163;6 821;7 887;7 945;8 202;6 821;7 318;7 148;7 379;6 913;6 862;7 198;7 517;7 310;7 432;
2090;7 162;8 066;8 099;7 076;7 116;6 751;7 411;7 087;7 272;8 066;8 548;7 960;8 055;8 078;7 986;8 462;9 003;8 307;8 156;7 853;8 186;8 046;8 131;7 838;6 551;7 410;7 078;7 400;7 070;7 189;6 919;8 173;6 985;7 101;6 983;6 799;7 767;7 599;6 910;6 171;7 103;6 753;7 080;6 608;6 417;7 078;6 883;6 094;7 473;6 789;7 603;7 274;6 952;7 936;7 984;8 226;6 972;7 410;7 252;7 465;7 034;6 990;7 300;7 592;7 399;7 519;
2091;7 276;8 100;8 125;7 197;7 239;6 901;7 510;7 210;7 377;8 103;8 543;8 001;8 084;8 108;8 026;8 469;8 992;8 320;8 182;7 906;8 201;8 087;8 160;7 885;6 736;7 507;7 198;7 494;7 191;7 300;7 054;8 222;7 119;7 221;7 121;6 944;7 837;7 673;7 054;6 367;7 223;6 903;7 203;6 770;6 594;7 203;7 023;6 300;7 563;6 936;7 682;7 386;7 084;7 985;8 022;8 251;7 126;7 503;7 357;7 553;7 157;7 119;7 403;7 668;7 488;7 607;
2092;7 392;8 134;8 150;7 319;7 365;7 054;7 609;7 334;7 482;8 140;8 538;8 043;8 113;8 139;8 065;8 477;8 981;8 333;8 209;7 959;8 215;8 128;8 188;7 932;6 926;7 604;7 319;7 589;7 315;7 411;7 191;8 271;7 255;7 342;7 261;7 093;7 907;7 746;7 200;6 568;7 344;7 056;7 328;6 935;6 776;7 329;7 165;6 513;7 653;7 087;7 761;7 499;7 220;8 035;8 061;8 277;7 285;7 596;7 464;7 641;7 282;7 251;7 508;7 745;7 580;7 696;
2093;7 510;8 168;8 175;7 444;7 492;7 210;7 709;7 461;7 589;8 177;8 533;8 084;8 142;8 170;8 104;8 484;8 969;8 346;8 236;8 012;8 228;8 169;8 215;7 979;7 121;7 703;7 442;7 684;7 440;7 525;7 331;8 320;7 394;7 466;7 403;7 245;7 977;7 821;7 350;6 776;7 468;7 213;7 455;7 105;6 962;7 457;7 310;6 734;7 744;7 240;7 841;7 614;7 357;8 084;8 101;8 303;7 446;7 691;7 571;7 731;7 410;7 385;7 613;7 822;7 673;7 786;
2094;7 630;8 202;8 199;7 571;7 622;7 371;7 810;7 590;7 697;8 215;8 528;8 125;8 171;8 200;8 144;8 490;8 956;8 359;8 262;8 066;8 241;8 209;8 242;8 026;7 321;7 803;7 568;7 780;7 567;7 640;7 474;8 369;7 536;7 591;7 548;7 400;8 046;7 895;7 502;6 990;7 593;7 373;7 584;7 279;7 154;7 587;7 459;6 961;7 835;7 397;7 920;7 731;7 497;8 134;8 141;8 330;7 611;7 788;7 680;7 822;7 539;7 521;7 720;7 901;7 768;7 877;
2095;7 753;8 236;8 223;7 700;7 754;7 535;7 912;7 721;7 807;8 252;8 524;8 166;8 200;8 231;8 183;8 497;8 943;8 372;8 289;8 119;8 253;8 249;8 268;8 072;7 527;7 904;7 696;7 878;7 696;7 758;7 619;8 419;7 680;7 718;7 696;7 558;8 116;7 970;7 657;7 211;7 721;7 537;7 716;7 457;7 351;7 719;7 610;7 197;7 928;7 557;8 000;7 849;7 640;8 184;8 182;8 358;7 779;7 885;7 791;7 913;7 671;7 659;7 828;7 981;7 864;7 968;
2096;7 878;8 270;8 247;7 832;7 888;7 703;8 015;7 854;7 919;8 290;8 520;8 207;8 229;8 261;8 223;8 504;8 929;8 385;8 316;8 173;8 265;8 288;8 294;8 117;7 738;8 006;7 826;7 976;7 826;7 876;7 767;8 468;7 828;7 847;7 846;7 719;8 185;8 045;7 815;7 439;7 850;7 704;7 849;7 640;7 553;7 853;7 765;7 440;8 022;7 720;8 081;7 968;7 785;8 234;8 223;8 386;7 952;7 983;7 903;8 006;7 805;7 799;7 938;8 061;7 962;8 060;
2097;8 005;8 304;8 271;7 964;8 024;7 875;8 120;7 990;8 031;8 328;8 516;8 247;8 257;8 292;8 262;8 511;8 915;8 399;8 343;8 227;8 276;8 328;8 320;8 163;7 954;8 108;7 957;8 076;7 959;7 997;7 917;8 518;7 978;7 977;8 000;7 885;8 255;8 120;7 975;7 674;7 983;7 875;7 986;7 827;7 762;7 990;7 922;7 691;8 116;7 887;8 162;8 089;7 934;8 285;8 265;8 415;8 129;8 082;8 017;8 100;7 942;7 941;8 048;8 143;8 062;8 154;
2098;8 134;8 338;8 294;8 099;8 162;8 051;8 225;8 128;8 146;8 366;8 512;8 288;8 286;8 322;8 302;8 518;8 901;8 412;8 370;8 282;8 287;8 367;8 345;8 208;8 177;8 211;8 089;8 177;8 094;8 118;8 070;8 569;8 131;8 109;8 156;8 053;8 324;8 196;8 139;7 916;8 117;8 051;8 124;8 019;7 976;8 128;8 083;7 951;8 212;8 058;8 243;8 212;8 085;8 336;8 308;8 445;8 310;8 183;8 132;8 195;8 081;8 085;8 160;8 226;8 164;8 248;
2099;8 266;8 372;8 317;8 236;8 302;8 231;8 331;8 268;8 262;8 405;8 509;8 329;8 314;8 353;8 342;8 525;8 886;8 426;8 397;8 337;8 297;8 405;8 369;8 253;8 405;8 315;8 223;8 278;8 231;8 241;8 225;8 620;8 287;8 243;8 316;8 226;8 392;8 272;8 306;8 166;8 254;8 230;8 265;8 216;8 196;8 268;8 247;8 220;8 309;8 232;8 325;8 336;8 238;8 388;8 352;8 476;8 493;8 284;8 248;8 291;8 223;8 232;8 274;8 309;8 268;8 343;
2100;8 400;8 400;8 400;8 399;8 400;8 400;8 400;8 399;8 400;8 400;8 400;8 400;8 400;8 400;8 400;8 400;8 400;8 400;8 400;8 400;8 400;8 400;8 400;8 400;8 398;8 400;8 399;8 400;8 400;8 399;8 400;8 400;8 400;8 400;8 400;8 400;8 400;8 400;8 399;8 400;8 400;8 400;8 400;8 400;8 400;8 400;8 400;8 400;8 400;8 400;8 400;8 400;8 399;8 400;8 400;8 400;8 398;8 400;8 400;8 400;8 400;8 400;8 400;8 400;8 400;8 400;
